authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Rafailov, D.",The failures of credit rating agencies during the global financial crisiscauses and possible solutions,"The adequacy of credit ratings is crucial for normal functioning of debt markets. Failures of credit rating agencies have strengthened the negative effects of global financial crisis, generating additional systemic risk. The errors of the agencies can be explained by many reasons as business models, conflicts of interest and absent or ineffective regulation of their activities. To overcome these major problems, we can apply different approaches. The best solution is to improve regulatory practices, combining it with limiting the regulatory status of rating agencies.",2011,2011-01-01,4,Economic Alternatives,,Finance; Debt; Business; Systemic risk; Bond credit rating; Credit rating; Credit reference; Financial crisis; Credit enhancement; Credit history; Financial system,,,https://econpapers.repec.org/article/nweeajour/y_3a2011_3ai_3a1_3ap_3a34-45.htm,https://econpapers.repec.org/article/nweeajour/y_3a2011_3ai_3a1_3ap_3a34-45.htm https://ideas.repec.org/a/nwe/eajour/y2011i1p34-45.html,biblio,,166-992-067-151-837,
"Bella, D.; Gabriel, C.",The impact of the global financial crisis on microfinance and policy implications,"The global financial crisis affected microfinance institutions (MFIs) as lending growth was constrained by scarcer borrowing opportunities, while the economic slowdown negatively impacted asset quality and profitability. It also brought to the fore the relatively high interest rates that MFIs charge to their (low-income) customers. This paper revisits the issue of systemic risk of MFIs, and finds that contrary to the evidence before the crisis, MFI performance is correlated not only to domestic economic conditions but also to changes in international capital markets. It also presents an empirical analysis of lending rates with the purpose of informing policy decisions, and finds that loan sizes, productivity, and MFI age contribute to explain differences in lending rate levels. This suggest that regulation (and policies) promoting MFI competition, and innovation in lending technologies have a better chance to result in decreased lending rates.",2011,2011-07-01,25,Social Science Research Network,,Economic policy; Profitability index; Business; Systemic risk; Productivity; Loan; Financial crisis; Asset quality; Competition (economics); Microfinance; Financial system,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1899576,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1899576,biblio,,167-183-505-938-346,
"Huang, X.; Zhou, H.; Zhu, H.",Assessing the systemic risk of a heterogeneous portfolio of banks during the recent financial crisis,,2010,2010-01-01,20,Ssrn Electronic Journal,,Systemic risk; Financial crisis; Business; Portfolio; Financial system; Finance; Economics; Macroeconomics,,,http://dx.doi.org/10.2139/ssrn.1459946,,biblio,,144-647-834-726-107,
"Barrell, R.; Davis, E.P.; Karim, D.; Liadze, I.","Bank regulation, property prices and early warning systems for banking crises in OECD countries","Early warning systems (EWS) for banking crises generally omit bank capital, bank liquidity and property prices. Most work on EWS has been for global samples dominated by emerging market crises where time series data on bank capital adequacy and property prices are typically absent. We estimate logit crisis models for OECD countries, finding strong effects from capital adequacy and liquidity ratios as well as property prices, and can exclude traditional variables. Higher capital adequacy and liquidity ratios have a marked effect on the crisis probabilities, implying long-run benefits to offset some of the costs that such regulations may impose. 2010 Elsevier B.V.",2010,2010-01-01,135,Journal of Banking and Finance,bank regulation; banking crises; c52; capital adequacy; e58; early warning systems; g21; liquidity regulation; logit estimation; systemic risk,,,"Barrell, R. (NIESR, 2 Dean Trench Street, Smith Square, London SW1P 3HE, United Kingdom); Davis, E.P. (Brunel University, Uxbridge, Middlesex UB8 3PH, United Kingdom); Karim, D. (Brunel University, Uxbridge, Middlesex UB8 3PH, United Kingdom); Liadze, I. (NIESR, 2 Dean Trench Street, Smith Square, London SW1P 3HE, United Kingdom)",https://dx.doi.org/10.1016/j.jbankfin.2010.02.015,https://dx.doi.org/10.1016/j.jbankfin.2010.02.015,biblio,2-s2.0-77951068524,,
"Wilkinson, A.; Ramirez, R.",Canaries in the mind: exploring how the financial crisis impacts 21st century future-mindfulness,"Futures practices have always sought to bridge longer term, context uncertainty and today's actions. Despite the emergence of diverse foresight lineages, methods and tools, the differences between 'better proactive foresight' and 'better reactive preparedness' remain unclear. This paper focuses on the 2007-2010 financial crisis in order to clarify misconceptions and confusions concerning 'scenario planning'. We assess why the crisis is not unique and propose how scenarios might be helpful in overcoming the difficulties of learning from crisis. We focus on how scenarios were used in the run up to this crisis to clarify the nature, role and effectiveness of scenario work. We highlight implications for scholarship and practice, including: overcoming simplistic distinctions of scenarios as products or processes and as outputs or inputs. We assess the power of scenarios as frames and their role in re-framing strategic conversation and contrast the misapplication of probability in systemic risk analysis with the co-production of plausibility, between builders and users of scenarios. Finally, we explore why the promises of deploying scenarios to address normal accidents and systemic risks are not yet fully realised.",2010,2010-01-01,19,Journal of Futures Studies,financial crisis; normal accidents; plausibility; scenario planning; systemic risk analysis,,,"Wilkinson, A. (University of Oxford, United Kingdom); Ramirez, R. (University of Oxford, United Kingdom)",https://dx.doi.org/,https://dx.doi.org/,biblio,2-s2.0-77956720194,,
"Perraton, J.",Crisis in the euro zone,"At the outbreak of the current financial crisis many European commentators and politicians took it to be an essentially Anglo-Saxon affair. The euro zone was taken to be, in effect, a victim of collateral damage’ from the fallout of a crisis manufactured elsewhere. The financial systems of core euro-zone countries were held to be fundamentally different from Anglo-Saxon ones and thereby less vulnerable to systemic risks, although there had been a shift towards more capital market-based financial systems amongst European economies. The core euro-zone countries had not seen house price booms on US or UK levels and associated consumption growth with greater provision of social housing there was not the same expansion of subprime lending. Nor had European countries run major external deficits-overall the euro zone was in approximate balance, with Germany running a clear surplus, and most of the member countries’ trade was conducted with each other. Indeed, the European Commission (2009, p. 48) recently asserted that Overall, the role of the euro area in global imbalances was negligible until the crisis broke’, rather overlooking the role of Germany’s large current account surplus. Philip Arestis, Rog rio Sobreira and Jos Luis Oreiro 2011.",2010,2010-01-01,0,an Assessment of the Global Impact of the Financial Crisis,,,,"Perraton, J. (Department of Economics, Political Economy Research Centre, University of Sheffield, United Kingdom)",https://dx.doi.org/10.1057/9780230306912_5,https://dx.doi.org/10.1057/9780230306912_5,biblio,2-s2.0-85016715145,,
"Gupta, A.",Financial crisis enforcing global banking reforms,"Purpose The purpose for writing the paper is to emphasize the need for global banking reforms so as to prevent future economics crisis.Design methodology approach The methodology followed is based on literature review and secondary data.Findings This was found that banking crisis can be prevented in future by the following methods such as regulating systemic risk separating proprietary trade information transparency creating a robust and resilient financial system etc.Practical implications The creation of a new systemic risk regulator, either at the national or international level would be helpful if it could warn about the major existing systemic risks, including the exploding debt, central banks' balance sheet, and the bailout mentality. The groups such as the Financial Stability Board, working along with the IMF and G20, are better suited to that role.Originality value In the wake of the crisis, policymakers around the world are looking for ways to fix the international financial system. ...",2010,2010-09-06,4,Business Strategy Series,,Finance; Debt; Financial analysis; Systemic risk; Economics; Balance sheet; Financial crisis; Bailout; Bankruptcy; Financial regulation; Financial system,,,http://dx.doi.org/10.1108/17515631011080696,https://www.emeraldinsight.com/doi/full/10.1108/17515631011080696,biblio,,123-764-002-296-379,
"Goldin, I.; Vogel, T.",Global governance and systemic risk in the 21st century: lessons from the financial crisis,"Recent decades of globalisation have created a more interconnected, interdependent and complex world than ever witnessed before. While global policy has focused on facilitating integration, the implications of growing interdependence have been largely ignored. The acceleration in global integration has brought many benefits, but it also has created fragility through the production of new kinds of systemic risks. This article provides a framework for understanding these new 21st-century systemic risks and examines the challenges they pose to global governance. The 2008-2009 financial crisis will be used to illustrate the failure of even sophisticated global institutions to manage the underlying forces of systemic risk. We show this is symptomatic of institutional failure to keep pace with globalisation. The failure of the most developed and best-equipped global governance system, finance, to recognise or manage the new vulnerabilities associated with globalisation in the 21st century highlights the scale and urgency of the global governance challenge. 2010 London School of Economics and Political Science and John Wiley Sons Ltd.",2010,2010-01-01,69,Global Policy,,,,"Goldin, I. (Balliol College, University of Oxford, United Kingdom); Vogel, T. (Jesus College, The University of Oxford, United Kingdom)",https://dx.doi.org/10.1111/j.1758-5899.2009.00011.x,https://dx.doi.org/10.1111/j.1758-5899.2009.00011.x,biblio,2-s2.0-79957555089,,
"Bartlett, R.P.",Inefficiencies in the information thicket: A case study of derivative disclosures during the financial crisis,"Inefficiencies in the Information Thicket: A Case Study of Derivative Disclosures During the Financial Crisis Robert P. Bartlett, III Abstract: Conventional wisdom concerning the causes of the Financial Crisis posits that insufficient disclosure concerning firms’ exposure to complex credit derivatives played a key role in creating the uncertainty that plagued the financial sector in the fall of 2008. To help avert future financial crises, regulatory proposals aimed at containing systemic risk have accordingly focused on enhanced derivative disclosures as a critical reform measure. A central challenge facing these proposals, however, has been understanding whether enhanced derivative disclosures can have any meaningful effect given the complexity of credit derivative transactions. This Article provides an empirical examination of the effect of enhanced derivative disclosures by examining the disclosure experience of the monoline insurance industry in 2008. Like AIG Financial Products, monoline insurance companies wrote billions of dollars of credit default swaps on multi-sector CDOs tied to residential home mortgages, but unlike AIG, their unique status as financial guarantee companies subjected them to considerable disclosure obligations concerning their individual credit derivative exposures. As a result, the experience of the monoline industry during the Financial Crisis provides an ideal setting with which to test the efficacy of reforms aimed at promoting more elaborate derivative disclosures. Overall, the of this study indicate that investors in monoline insurers showed little evidence of using a firm’s derivative disclosures to efficiently resolve uncertainty about a monoline’s exposure to credit risk. In particular, analysis of the abnormal returns to Ambac Financial (one of the largest monoline insurers) surrounding a series of significant, multi-notch rating downgrades of its insured CDOs reveals no significant stock price reactions until Ambac itself announced the effect of these downgrades in its quarterly earnings announcements. Similar analyses of Ambac’s short-selling data and changes in the cost of insuring Ambac debt securities against default also confirm the absence of a market reaction following these downgrade announcements. Following a qualitative examination of how investors process derivative disclosures, the Article concludes that to the extent the complexity of CDOs impeded informational efficiency, it was most likely due to the generally low salience of individual CDOs as well as the logistic (although not necessarily analytic) challenge of processing a CDO’s disclosures. Reform efforts aimed at enhancing derivative disclosures should accordingly focus on mechanisms to promote the rapid collection and compilation of disclosed information as well as the psychological processes by which information obtains salience. Assistant Professor of Law, UC Berkeley School of Law.thank Dick Buxbaum, Vic Fleischer, David Gamage, George Geis, Mike Guttentag, Su Li, Bob Lawless, Justin McCrary, Victoria Plaut, Usha Rodrigues, Gordon Smith, Eric Talley, Ken Taymor, and participants at the 2010 Law and Entrepreneurship Retreat for helpful comments. Additionally, special thanks go to Pershing Square Capital for providing access to their Open Source Financial Model and to Gary Peete and Karen Wang (Berkeley ’10) for research assistance. All errors are my own.",2010,2010-03-15,0,Research Papers in Economics,,Derivative (finance); Accounting; Financial services; Business; Systemic risk; Credit risk; Financial modeling; Financial crisis; Credit default swap; Credit derivative,,,https://ideas.repec.org/p/cdl/oplwec/qt4g06p3vm.html,https://ideas.repec.org/p/cdl/oplwec/qt4g06p3vm.html,biblio,,135-854-993-098-385,
"Xafa, M.",Role of the IMF in the global financial crisis,"More than two years on, the impact of the financial crisis that erupted in August 2007 is still being felt as the global economy emerges from the Great Recession. The crisis intensified dramatically after the bankruptcy of Lehman and the rescue of insurance giant AIG in September 2008, which narrowly avoided a near-simultaneous failure of multiple counterparties. The International Monetary Fund's early forecast of the severity of the resulting economic downturn (IMF 2008a) helped mobilize concerted official action to address quickly and forcefully these extraordinary economic and financial events by providing fiscal stimulus to sustain growth, as well as capital injections and guarantees to ease the credit crunch. Following the emergency summit of G20 leaders in Washington in November 2008, support packages for banks were put together in a hurry in the United States, Europe, and elsewhere to prevent the disorderly failure of systemically important institutions and to restore confidence in the financial system. These unprecedented interventions prevented a meltdown and contributed significantly to signs of economic and financial stabilization since the spring of 2009. In this article,review the role of the IMF in the global crisis and argue that the Fund has emerged as a powerful institutional force, providing analysis and recommendations that have served as the basis of official action on several fronts. By contrast, the Fund was barking up the wrong tree when it focused its attention on the global imbalances and adopted the Surveillance Decision in the run-up to the crisis in 2006-07. IMF Policies and Reforms in Response to the Crisis The Fund helped shape the global policy response through its policy advice and spot-on analysis of global economic and financial conditions, contributing to the process of modernizing the global financial architecture. It was also quick to adapt its own surveillance activities and lending policies in response to the crisis. Lessons of the Crisis For IMF Surveillance The root cause of this crisis was the buildup of systemic risk due to regulatory and supervisory failure that was not adequately captured by the Fund's surveillance framework. The crisis has clearly demonstrated the need to improve the existing framework for assessing financial stability and to reinforce early warning capabilities in the advanced countries as well as globally. The global reach of the crisis also gave rise to calls for improved monitoring of cross-country spillover risks and their potential macroeconomic impact. At its October 2009 meeting, the International Monetary and Financial Committee (IMFC) recognized that a reassessment of the Fund's role was in order and called on the Fund to review its mandate ""to cover the full range of macroeconomic and financial sector policies that bear on global stability, and to report back to the Committee by the time of file next Annual Meetings"" in 2010 (IMFC, 2009a). At the Committee's request, the Fund distilled the initial lessons even as the crisis was still unfolding (IMF 2009a) and is in the process of revising its policies and governance accordingly. Global Financial Stability The Fund's Global Financial Stability Report (GFSR), published semiannually since 2003, assesses key risks facing the global financial system highlighting policies that can help mitigate systemic risks and enhance financial stability. In the Run-up to the crisis, the GFSR warned about rising credit and market risks associated with the growth in subprime mortgages embedded in complex, hard-to-price structured products (IMF 2006 and 2007a). Similarly, the World Economic Outlook (WEO) flagged some early concerns about the risks of house price bubbles in the United States and the dangers from large current account deficits in emerging Europe (IMF 2007b). However, the focus of this advice was not sharp enough to prompt policy action, and policymakers in the still-booming global economy were less receptive to the warnings.",2010,2010-09-22,12,Cato Journal,,Business; Systemic risk; Credit crunch; Recession; Financial crisis; Global financial system; World Economic Outlook; Global imbalances; Corporate governance; Financial system,,,https://www.questia.com/library/journal/1G1-250134281/role-of-the-imf-in-the-global-financial-crisis,https://object.cato.org/sites/cato.org/files/serials/files/cato-journal/2010/11/cj30n3-5.pdf https://www.questia.com/library/journal/1G1-250134281/role-of-the-imf-in-the-global-financial-crisis https://ideas.repec.org/a/cto/journl/v30y2010i3p475-489.html,biblio,,090-464-420-123-577,
"Allayannis, G.",The financial crisis of 2007-2009: the road to systemic risk,"This case invites students to evaluate, based on given materials, the causes, consequences, and potential resolutions of the financial crisis of 2007--2009. The premise of a business professor preparing a slide presentation dramatizes an analysis of the financial crisis. Reviewing his data, much of it in graph form, the professor ponders the central role of banks and the impact of risk management, leverage, and incentives. His main thesis is that the fundamental issue surrounding this crisis was the misjudgment of the risks taken, with the result that risk management failed to do its job of curtailing and managing risk as expected.",2010,2010-04-05,0,Social Science Research Network,,Finance; Business; Systemic risk; Premise; Financial crisis; Crisis management; Incentive; Risk management; Financial risk management; Leverage (finance),,,https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=1583743,https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=1583743 https://papers.ssrn.com/sol3/Delivery.cfm/UVA-F-1590.pdf?abstractid=1583743&mirid=1 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1583743,biblio,,134-794-251-490-451,
"Drew, M.E.",The future of financial regulation: lessons from the global financial crisis,"This issue of the Griffith Law Review considers the future of financial regulation following the global financial crisis (GFC). The GFC has tested long-held assumptions and conventional wisdom regarding the integrity of the global financial architecture. The impact on investors of consecutive years of downside volatility requires the dawn of a new paradigm in financial regulation. This doesnmean a routine review of systemic risk factors, a recalibration of regulatory agencies or another variant of the Value-at-Risk model instead, the GFC has represented a structural break, a tectonic shift that requires new and coordinated approaches to regulation.",2010,2010-01-01,2,Griffith Law Review,,,,"Drew, M.E. (Griffith Business School, Griffith University, Australia)",https://dx.doi.org/10.1080/10854665.2010.10854665,https://dx.doi.org/10.1080/10854665.2010.10854665,biblio,2-s2.0-84922179279,,
"Szego, G.",About the subprime crisis,"Causes of the current financial crisis are heterogeneous and a complete analysis of the event must consider different profiles, like the limits of the supervisory model, the choice in the definition of the capital requirements and the role of the rating agencies. The unpredictability of the event makes interesting all studies of signals of future dynamics. Some interesting topics, like credit concentration, teaser lendingthe impact of illiquidity on the systemic risks and their relationship with bank dimension, must be studied and, after the first phase of small emergency intervention, the supervisory models must be rethought.",2009,2009-01-01,0,,,Business; Systemic risk; Actuarial science; Phase (combat); Event (relativity); Financial crisis; Dimension (data warehouse); Intervention (counseling); Capital requirement; Subprime crisis; Financial system,,,https://ideas.repec.org/a/ban/bancar/v7y2009mjulyp56-68.html,https://ideas.repec.org/a/ban/bancar/v7y2009mjulyp56-68.html https://econpapers.repec.org/RePEc:ban:bancar:v:7:y:2009:m:july:p:56-68,biblio,,100-346-919-140-855,
"Ashton, P.",An appetite for yield: the anatomy of the subprime mortgage crisis,"Whereas policy makers and industry advocates have hailed the growth of the subprime mortgage market in the US as evidence that financial innovation can more efficiently price and absorb credit risk, the 2007 mortgage crisis provides an opportunity to revisit the nature of financial risk. This paper employs a forensic analysis of the development of the subprime market from the 1980s through 2007 to argue that, in a competitive environment marked by the greater integration between housing finance and capital equity markets, financial innovations provide new opportunities to hedge risk even as they collapse the barriers to rivalries between firms. This has changed the terrain for risk assessment, promoting new modes of financial competition that have intensified systemic risk and extended it to a widening set of firms, households, and communities. 2009 Pion Ltd and its Licensors.",2009,2009-01-01,99,Environment and Planning a,competition (economics); financial crisis; financial market; mortgage lending; north america; risk assessment; united states,,,"Ashton, P. (College of Urban Planning and Public Affairs, University of Illinois-Chicago, 412 S. Peoria, 217 CUPPA Hall, Chicago, IL 60607, United States)",https://dx.doi.org/10.1068/a40328,https://dx.doi.org/10.1068/a40328,biblio,2-s2.0-58949086465,,
"Thaicharoen, Y.; Roengpitya, R.; Chaowalit, J.; Rastapana, S.",Developing the efficient and resilient financial system for thailand: lessons from the crisis and challenges ahead,"The purpose of this paper is to discuss and raise important policy implications from the U.S. crisis in the Thai context, so as to contribute to the appropriate and forward-looking policy design for the Thai financial. Issues discussed in this study involve: (i) financial linkages and systemic risk assessment (ii) procyclicality of the financial system (iii) appropriate regulatory arrangement, bank governance and executive compensation. Regarding the systemic risk issue, we found evidence of negative externalities imposed onto the banking system value-at-risk (VaR) by banks and other types of financial institutions such as finance, securities and insurance companies. Therefore, bank regulators needs to be aware of the additional risk imposed onto the system during distress time and take this into account when assessing the risk level of banks. Next, the from panel data regressions suggested that the level of procyclicality decreased from the pre-Asian Crisis period when compared to the post-crisis period. Moreover, the nature of cyclicality differed by asset classes. Therefore, we proposed that, if their goal was to mitigate excessive cyclicality, supervisors must also take into account types of loans as well. Finally, the paper outlines the importance of implementing regulatory statues that will minimize regulatory arbitrage as well as promoting cautious financial innovations and bank governance, which were identified as a few of the fundamental causes leading to the onset of the U.S. financial crisis.",2009,2009-04-01,1,Research Papers in Economics,,Finance; Structured finance; Financial analysis; Business; Systemic risk; Financial crisis; Financial risk management; Financial regulation; Financial system; Financial risk; Financial ratio,,,https://ideas.repec.org/p/bth/wpaper/2009-04.html,https://ideas.repec.org/p/bth/wpaper/2009-04.html,biblio,,014-385-480-066-920,
"Shi-ningb, H.",Fiscal policy dealing with regional growth differences under financial crisis in case study by AHP,"Regional differences may enlarge systemic risk in cyclical fluctuations,delay the economic recovery,and further expand regional growth differences.It is a universal social problem that regional differences in economic growth become bigger and bigger and can lead to insufficiently playing market potential and weakening resource allocation.Thus,governmental behavior,especially using financial regulation policy,is the inevitable choice to correct low efficiency of the market.The breaking out of financial crisis brings an opportunity to play financial function to promote regional balanced growth,as a result,the financial crisis should be used to shrink the regional difference,among which,the financial support,policy support and system supervision from central government are very important.",2009,2009-01-01,0,Journal of Chongqing Technology and Business University,,Economic policy; Systemic risk; Economics; Resource (biology); Economic recovery; Financial crisis; Shift-share analysis; Financial regulation; Fiscal policy; Central government; Financial system,,,http://en.cnki.com.cn/Article_en/CJFDTOTAL-CQSY200904019.htm,http://en.cnki.com.cn/Article_en/CJFDTOTAL-CQSY200904019.htm,biblio,,126-083-995-903-983,
"Kang, M.",Global financial crisis and systemic risks in the korean banking sector,"This paper reviews the impacts of financial develeraging under the 2008 global financial crisis on South Korea, focusing on the systemic risks in the banking sector. It explores the sharp currency depreciation and the outflow of foreign investors' portfolio investment from the Korean stock market and reasons for the increasing short-term foreign debt and household debt in the banking sector. It argues that the financial deregulation measures pursued by the government for the past decade have increased the vulnerability of the Korean banking sector to external shocks.",2009,2009-05-18,5,Social Science Research Network,,Currency; Business; Systemic risk; Internal debt; Household debt; Financial crisis; Stock market; External debt; Financial system; Portfolio investment,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1611191,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1611191,biblio,,189-603-648-570-039,
"Munteanu, I.",Systemic risk in banking new approaches under the current financial crisis,,2009,2009-01-01,0,Ssrn Electronic Journal,,Structured finance; Business; Systemic risk; Foreign exchange risk; Liquidity risk; Shadow banking system; Financial risk management; Financial regulation; Financial system; Financial risk,,,http://dx.doi.org/10.2139/ssrn.1441800,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1441800_code1001548.pdf?abstractid=1441800&mirid=1&type=2 https://core.ac.uk/display/12025462 https://mpra.ub.uni-muenchen.de/25590/1/MPRA_paper_25590.pdf https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1441800 https://mpra.ub.uni-muenchen.de/25590/ https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1441800_code1001548.pdf?abstractid=1441800&mirid=1,biblio,,157-922-441-154-588,
"Quinn, B.J.M.",The failure of private ordering and the financial crisis of 2008,"This Article analyzes the Financial Crisis of 2008 in the context of failures by market participants to engage in private ordering thus leading to opportunistic behavior at the expense of market stability. The Financial Crisis of 2008 offers a decidedly negative verdict on a decades-long project to deregulate financial markets and rely on private ordering mechanisms, including securitization and default swaps, to mitigate opportunistic behavior and improve market efficiency. Although the regulatory approach of the past two decades, which relied in great measure on private parties fending for themselves, helped to generate a number of innovations and positive developments in finance, it ultimately failed to bring about more resilient financial markets. The market for mortgage securitizations found itself subject to adverse selection biases leading to a lemons market for asset-backed securities. At the same time, developments in derivative markets made it possible for central actors there to engage in more risk (moral hazard) than was optimal. Ultimately, parties that should have engaged in private ordering did not. As a consequence, we are left struggling for a new regulatory path forward that recognizes that market participants are human agents subject to the frailties of cognitive limitations, euphoria and perhaps even the occasional self-delusion. What is required is a close examination of the institutional and micro incentives (including incentives of agents) in order to strike a balance between market-based regulation and a more interventionist approach to regulating markets. A more pragmatic approach to market regulation recognizes that the earlier hands-off approach to regulation resulted in over-reliance on weak heuristics and little by way of robust private ordering. A new more pragmatic vision of market regulation will likely stop short of legislating against bubbles, but could, and should, result in less systemic risk and a more sustainable growth trajectory going forward.",2009,2009-03-06,0,Social Science Research Network,,Finance; Market impact; Business; Systemic risk; Order (exchange); Financial market; Factor market; Indirect finance; Market depth; Market economy; Market microstructure,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1354669,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1354669 https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1367914_code337481.pdf?abstractid=1354669&mirid=4,biblio,,122-105-086-951-370,
"Harrington, S.E.","The financial crisis, systemic risk, and the future of insurance regulation","This article considers the role of American International Group (AIG) and the insurance sector in the 2007-2009 financial crisis and the implications for insurance regulation. Following an overview of the causes of the crisis,explore the events and policies that contributed to federal government intervention to prevent bankruptcy of AIG and the scope of federal assistance to AIG.discuss the extent to which insurance in general poses systemic risk and whether a systemic risk regulator is desirable for insurers or other nonbank financial institutions. The last two sections of the article address the financial crisis's implications for proposed optional and or mandatory federal chartering and regulation of insurers and for insurance regulation in general. The Journal of Risk and Insurance, 2009.",2009,2009-01-01,142,Journal of Risk and Insurance,,,,"Harrington, S.E. (Department of Health Care Management and Insurance and Risk Management, Wharton School, University of Pennsylvania, United States)",https://dx.doi.org/10.1111/j.1539-6975.2009.01330.x,https://dx.doi.org/10.1111/j.1539-6975.2009.01330.x,biblio,2-s2.0-70449589192,,
"Feindt, P.H.; Marsden, T.","The food crisis systemic risks, regime change and system transformation",,2009,2009-01-01,0,,,Business; Systemic risk; Regime change; System transformation; Market economy; Commerce,,,http://www.esrs2009.fi/pdf/presentations/Slides_Feindt_Marsden_ESRS_2009_final.pdf,http://www.esrs2009.fi/pdf/presentations/Slides_Feindt_Marsden_ESRS_2009_final.pdf,biblio,,063-223-872-137-367,
"Negrilă, A.",The importance of systemic risk management and macroprudential supervision in avoiding the future occurrence of a financial crisis similar to the present one,"Some of the main reasons that led to the emergence of the ongoing financial crisis stem from insufficient risk management, the de-regulation of financial institutions, the lack of macro-prudential supervision and the implementation of the free perfect markets model. This article analyzes and discusses both the importance of systemic risk management and macro-prudential supervision and their effect upon the ongoing financial crisis, as well as the recent measures undertaken in this respect at the level of the European Union, USA and G20.",2009,2009-01-01,0,Theoretical and Applied Economics,,Accounting; Systemic risk; Economics; Financial crisis; European union; Risk management; Financial risk management; Financial regulation; Financial system; Financial risk,,,https://ideas.repec.org/a/agr/journl/v12(541)(supplement)y2009i12(541)(supplement)p725-734.html,https://ideas.repec.org/a/agr/journl/v12(541)(supplement)y2009i12(541)(supplement)p725-734.html https://EconPapers.repec.org/RePEc:agr:journl:v:12(541)(supplement):y:2009:i:12(541)(supplement):p:725-734,biblio,,108-520-170-881-097,
"Bargeron, L.; Lehn, K.; Yalin, M.",The sub-prime crisis and systemic risk: evidence from US securities markets,,2009,2009-01-01,0,Research Papers in Economics,,Capital market; Business; Systemic risk; Prime (order theory); Financial market; Globalization; Financial crisis; Financial risk management; Financial system,,,https://econpapers.repec.org/RePEc:wsi:wschap:9789812833389_0020,https://econpapers.repec.org/RePEc:wsi:wschap:9789812833389_0020,biblio,,115-069-197-723-523,
"Rancière, R.; Tornell, A.; Westermann, F.",Systemic crises and growth,"Countries that have experienced occasional financial crises have, on average, grown faster than countries with stable financial conditions. Because financial crises are realizations of downside risk, we measure their incidence by the skewness of credit growth. Unlike variance, negative skewness isolates the impact of the large, infrequent, and abrupt credit busts associated with crises. We find a robust negative link between skewness and GDP growth in a large sample of countries over 1960-2000. This suggests a positive effect of systemic risk on growth. To explain this finding, we present a model in which contract enforceability problems generate borrowing constraints and impede growth. In financially liberalized economies with moderate contract enforceability, systemic risk taking is encouraged and increases investment. This leads to higher mean growth but also to greater incidence of crises. In the data, the link between skewness and growth is indeed strongest in such economies.",2008,2008-01-01,168,Quarterly Journal of Economics,,,,"Rancière, R. (); Tornell, A. (); Westermann, F. ()",https://dx.doi.org/10.1162/qjec.2008.123.1.359,https://dx.doi.org/10.1162/qjec.2008.123.1.359,biblio,2-s2.0-35848970179,,
"Wirtschaft, L.",Systemic risk in the financial sector: an analysis of the subprime-mortgage financial crisis,,2008,2008-01-01,2,,,Structured finance; Business; Systemic risk; Liquidity risk; Financial crisis; Financial sector; Financial risk management; Financial regulation; Financial system; Financial risk,,,,,biblio,,157-501-005-942-208,
"Aglietta, M.; Rigot, S.",The regulation of hedge funds under the prism of the financial crisis,"This paper deals with two issues. On the one hand, it shows that structural changes in financial markets and in the hedge funds industry make the light-touch arguments for regulating hedge funds no longer relevant. On the other hand, pleas for stronger regulation of hedge funds are getting more attention. In the first part of the paper the huge expansion of the industry is outlined and the state of current regulation is highlighted. In the second part an in-depth analysis of risks associated with hedge funds is carried out. It is shown that systemic risk can arise from leverage and from concentration of exposures amongst hedge funds. The part played by hedge funds in the spread of the crisis of structured credit is portrayed. In the third section, the recommendations of professional organisations, regulatory authorities and international institutions are summed up within the framework of risk mapping. This oversight shows the ways of reform: the need of direct regulation, the enhancement of indirect regulation and the overhaul of securitization. The prospective pattern of regulation encompasses macro and micro issues, and impinges upon factors of demand and supply. It emphasizes the enhanced role of public regulators and displays the conditions of an effective market discipline performed by long run institutional investors.",2008,2008-01-01,7,Research Papers in Economics,,Finance; Business; Open-end fund; Alternative beta; Commodity pool; Institutional investor; Fund of funds; Hedge accounting; Prime brokerage; Global assets under management,,,https://ideas.repec.org/p/drm/wpaper/2008-20.html,https://ideas.repec.org/p/drm/wpaper/2008-20.html https://econpapers.repec.org/RePEc:drm:wpaper:2008-20,biblio,,138-920-261-158-612,
