authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Diebold, F.X.; Yılmaz, K.",Reprint of: on the network topology of variance decompositions: measuring the connectedness of financial firms,"We propose several connectedness measures built from pieces of variance decompositions, and we argue that they provide natural and insightful measures of connectedness. We also show that variance decompositions define weighted, directed networks, so that our connectedness measures are intimately related to key measures of connectedness used in the network literature. Building on these insights, we track daily time-varying connectedness of major U.S. financial institutions’ stock return volatilities in recent years, with emphasis on the financial crisis of 2007 2008. 2023",2023,2023-01-01,0,Journal of Econometrics,asset markets; commerce; credit risk; credit risks; degree distribution; degree distributions; investments; market risk; market risks; network topology; portfolio allocation; risk assessment; risk management; risk measurement; risks management; systemic risk; systemic risks; variance decomposition,,,"Diebold, F.X. (University of Pennsylvania, United States); Yılmaz, K. (Koç University, Turkey)",https://dx.doi.org/10.1016/j.jeconom.2023.03.003,https://dx.doi.org/10.1016/j.jeconom.2023.03.003,biblio,2-s2.0-85149885827,,
"Zou, Z.; Wang, X.",Research on the investment value of china’s medical sector in the context of COVID-19,"COVID-19 has slowed the growth of, the global economy, which has certain practical significance. Consequently, this study seeks to analyze the investment opportunities in the medical sector before and after the COVID-19 outbreak. In this study, the Markowitz mean variance (MV) model, capital asset pricing model (CAPM), and correlation models are constructed based on the principle of Markowitz MV and correlation analysis. Simultaneously, statistical analysis is used to verify the analysis, and the MATLAB statistical tool is used to build the model. The show that the actual expected yield of China’s medical sector is significantly higher than that calculated by the CAPM before and after the pandemic, and that the investment value of the medical sector is undervalued by the market. From the perspective of risk, China’s medical sector has a stable systemic risk premium. Based on the above analysis, when building investment portfolios in the post-pandemic era, investors should appropriately allocate stocks in the medical and pharmaceutical sectors to improve the portfolio income and diversify the investment risk. 2022 The Author(s). Published by Informa UK Limited, trading as Taylor Francis Group.",2023,2023-01-01,1,Economic Research-ekonomska Istrazivanja,capm model; china; covid-19; health services; investment; investment value; market conditions; medical sector; medicine; modeling; mv model; pharmaceutical industry,,,"Zou, Z. (Faculty of Professional Finance and Accountancy, Shanghai Business School, Shanghai, China); Wang, X. (Faculty of Professional Finance and Accountancy, Shanghai Business School, Shanghai, China)",https://dx.doi.org/10.1080/1331677X.2022.2080091,https://dx.doi.org/10.1080/1331677X.2022.2080091,biblio,2-s2.0-85132197278,,
"Sathiya, V.; Nagalakshmi, K.; Jeevamalar, J.; Babu, R.A.; Karthi, R.; Acevedo-Duque, Á.; Lavanya, R.; Ramabalan, S.",Reshaping healthcare supply chain using chain-of-things technology and key lessons experienced from COVID-19 pandemic,"The COVID-19 (Corona virus disease 2019) pandemic continues to slash through the entire humanity on the earth causing an international health crisis and financial uncertainty. The pandemic has formed a colossal disruption in supply chain networks. It has caused piling higher mortality in patients with comorbidities and generated a surging demand for critical care equipment, vaccines, pharmaceuticals, and cutting-edge technologies. Personal protective equipment, masks, ventilators, testing kits, and even commodities required for daily care have been scarce as lockdown and social distancing guidelines have kicked in. Amidst COVID-19, implementing and executing key processes of the healthcare supply chain (HSC) in a secured, trusted, effective, universally manageable, and the traceable way is perplexing owing to the fragile nature of the HSC, which is susceptible to redundant efforts and systemic risks that can lead to adverse impacts on consumer health and safety. Though the crisis shone a harsh light on the cracks and weaknesses of the HSC, it brings some significant insights into how HSC can be made more resilient and how healthcare industries figure out solutions to mitigate disruptions. While there are innumerable experiences learned from the disruption of this crisis, in this paper, five important areas to analyze the most vital and immediate HSC enhancements including building a resilient supply chain, thinking localization, implementing reliable reverse logistics, breaking down extant silos to achieve end-to-end visibility, and redesigning HSC using digitalization are emphasized. This work identifies important features related to CoT and HSC. Also, this study links these lessons to a potential solution through Chain of Things (CoT) technology. CoT technology provides a better way to monitor HSC products by integrating the Internet of Things (IoT) with blockchain networks. However, such an integrated solution should not only focus on the required features and aspects but also on the correlation among different features. The major of this study is to reveal the influence path of CoT on smart HSC development. Hence, this study exploits (i) fuzzy set theory to eliminate redundant and unrelated features (ii) the Decision-Making and Experimental Evaluation Laboratory (DEMATEL) method to handle the intricate correlation among different features. This fuzzy-DEMATEL (F-DEMATEL) model attempts to direct CoT technology towards smart HSC by identifying the most influencing factors and investors are recommended to contribute to the development of application systems. This work also demonstrates how CoT can act a vital role in handling the HSC issues triggered by the pandemic now and in the post-COVID-19 world. Also, this work proposes different CoT design patterns for increasing opportunities in the HSC network and applied them as imperative solutions for major challenges related to traditional HSC networks.",2023,2023-01-13,0,Socio-economic Planning Sciences,,,33 Built Environment and Design; 3304 Urban and Regional Planning; 44 Human Society; 4404 Development Studies; 49 Mathematical Sciences; 4901 Applied Mathematics,"Sathiya, V. (Department of Electronics and Communication Engineering, E.G.S. Pillay Engineering College, Nagapattinam, India); Nagalakshmi, K. (Department of Information Technology, E.G.S. Pillay Engineering College, Nagapattinam, India); Jeevamalar, J. (Department of Mechanical Engineering, E.G.S. Pillay Engineering College, Nagapattinam, India); Babu, R.A. (Department of Information Technology, E.G.S. Pillay Engineering College, Nagapattinam, India); Karthi, R. (Department of Master of Business Applications, E.G.S. Pillay Engineering College, Nagapattinam, India); Acevedo-Duque, Á. (Faculty of Administration and Business Observatory of Public Policies, Universidad Autonoma de Chile, Chile); Lavanya, R. (Department of Information Technology, E.G.S. Pillay Engineering College, Nagapattinam, India); Ramabalan, S. (Department of Mechanical Engineering, E.G.S. Pillay Engineering College, Nagapattinam, India)",https://doi.org/10.1016/j.seps.2023.101510,https://doi.org/10.1016/j.seps.2023.101510,biblio,,,pub.1154503809
"Kanninen, J.-C.; Puustinen, J.; Airaksinen, M.; Kautiainen, H.; Koivisto, A.-L.; Hietasalo, P.; Heikkilä, A.-M.; Kunvik, S.; Toivo, T.; Dimitrow, M.; Bergman, J.; Holm, A.",Self-assessed medication risk factors as part of comprehensive health screening in home-dwelling older adults,"Poor medication management may negatively impact the health and functional capacity of older adults. This cross-sectional study aimed to identify medication-related risk factors in home-dwelling residents using a validated self-assessment as part of comprehensive health screening. Methods: The data were derived from comprehensive health screening (PORI75) for older adults of 75 years living in Western Finland in 2020 and 2021. One of 30 validated measures in health screening focused on identifying medication-related risk factors (LOTTA Checklist). The Checklist items were divided into (1) systemic risk factors (10 items) and (2) potentially drug-induced symptoms (10 items). Polypharmacy was categorized according to the number of used drugs: (1) no polypharmacy (5 drugs, that is, having polypharmacy. Of the systemic risk factors most common was that the resident had more than one physician responsible for the treatment (48% of the residents), followed by missing drug list (43%), missing regular monitoring (35%), and unclear durations of the medication (35%). The most experienced potentially drug-induced symptoms were self-reported constipation (21%), urinating problems (20%), and unusual tiredness (17%). An increasing number of drugs in use, particularly excessive polypharmacy, was associated with various medication-related risk factors. Conclusion: As a part of comprehensive health screening the LOTTA Checklist provides useful information to prevent medication-related risk factors in home-dwelling older adults. The Checklist could be used to guide planning and implementing health services in the future. 2023 The Authors. Health Science Reports published by Wiley Periodicals LLC.",2023,2023-01-01,0,Health Science Reports,health screening; home-dwelling; medication-related risks; older adults,,32 biomedical and clinical sciences; 42 health sciences; 4203 health services and systems,"Kanninen, J.-C. (Faculty of Technology, Satakunta University of Applied Sciences, Pori, Finland, Clinical Pharmacy Group, Division of Pharmacology and Pharmacotherapy, University of Helsinki, Helsinki, Finland); Puustinen, J. (Clinical Pharmacy Group, Division of Pharmacology and Pharmacotherapy, University of Helsinki, Helsinki, Finland, Service Unit of Neurology, Satasairaala Central Hospital, Satakunta Wellbeing County, Pori, Finland); Airaksinen, M. (Clinical Pharmacy Group, Division of Pharmacology and Pharmacotherapy, Faculty of Pharmacy, University of Helsinki, Helsinki, Finland); Kautiainen, H. (Department of General Practice, Unit of Primary Health Care, Helsinki University Central Hospital, University of Helsinki, Helsinki, Finland); Koivisto, A.-L. (Public Health and Social Services, Pori, Finland); Hietasalo, P. (Public Health and Social Services, Pori, Finland); Heikkilä, A.-M. (Health Center of the City of Pori, Pori, Finland); Kunvik, S. (Social Security Center of Pori, Faculty of Health and Welfare, Satakunta University of Applied Sciences, Pori, Finland); Toivo, T. (Tampere University Hospital, Hospital Pharmacy, Wellbeing Services County of Pirkanmaa Tampere, Tampere, Finland, Clinical Pharmacy Group, University of Helsinki, Helsinki, Finland); Dimitrow, M. (Clinical Pharmacy Group, Division of Pharmacology and Pharmacotherapy, Faculty of Pharmacy, University of Helsinki, Helsinki, Finland); Bergman, J. (Faculty of Medicine, University of Turku, Turku, Finland); Holm, A. (Faculty of Medicine, University of Turku, Turku, Finland)",https://dx.doi.org/10.1002/hsr2.1196,https://dx.doi.org/10.1002/hsr2.1196 https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hsr2.1196,biblio,2-s2.0-85153780001,,
"Zhang, J.; Bi, Z.; Hu, M.; Meng, Q.",Shadow banking and commercial bank: evidence from china,"In China, commercial banks participate in shadow banking activities through interbank or channel businesses, which should be called bank’s shadow banking activities. Based on the co-opetition game model, we first analyse the fund flow mechanism between bank’s shadow banking and traditional credit business, which confirms that the greater the proportion of bank’s shadow banking investment, the higher the bank profit. By sampling 147 commercial banks in China during 2003 to 2019, we empirically study the impact of bank’s shadow banking on the individual risk of commercial bank by OLS regression and on the systemic risk of banks through the randomized effect model from the micro-level. The confirm that Chinese bank’s shadow banking will increase the individual operating risk of commercial bank and its rapid development will increase the probability of banking system risk. Meanwhile, we find that global financial crisis has no significant effect on the risk of individual banks or banking systems, but the regulatory overhaul of bank’s shadow banking activities can significantly inhibit the individual bank’s operational risk, especially for listed banks. 2022 Informa UK Limited, trading as Taylor Francis Group.",2023,2023-01-01,0,Applied Economics,bank's shadow banking; banking; china; co-opetition game; conventional credit; credit provision; empirical analysis; financial crisis; operational risk; system risk,,,"Zhang, J. (School of Finance, Shandong University of Finance and Economics, Jinan, China); Bi, Z. (School of Finance, Shandong University of Finance and Economics, Jinan, China); Hu, M. (Zhejiang Normal University, Zhejiang Province, Jinhua City, China); Meng, Q. (School of Economics, Finance and Marketing, RMIT University, Melbourne, Australia)",https://dx.doi.org/10.1080/00036846.2022.2055741,https://dx.doi.org/10.1080/00036846.2022.2055741,biblio,2-s2.0-85127325422,,
"Ottenburger, S.S.; Ufer, U.",Smart cities at risk: systemic risk drivers in the blind spot of long term governance,"In this article, we analyze ""digital massification"" in smart cities, that is, an ever-growing number of market participants, consumers, and Internet of Things devices with simultaneous accommodation of users to increasing disturbances and inconveniences due to data congestion-as a driver for systemic risk. We argue that digital massification phenomena largely escape societal awareness due to their protracted evolution and are therefore still in the blind spot of long-term governance. Our analysis makes methodological use of historical and relational analogy, and we introduce and elaborate concepts and terms that allow us to discuss the evolutionary nature of massification, that is, the foreseeable increasing probability of the occurrence of trigger events. Using the analogy to the history of road traffic congestion, we deduce that digital massification will most likely lead to a future ""risk transition"" where tolerated disturbances and inconveniences of the present will turn into systemic impacts. This insight calls for heightened sensitivity in governance to massification phenomena to ensure the long-term resilience of smart cities.",2023,2023-01-30,0,Risk Analysis,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment","Ottenburger, S.S. (Institute for Thermal Energy Technology and Safety (ITES), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany); Ufer, U. (Institute for Technology Assessment and Systems Analysis (ITAS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany)",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/risa.14102,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/risa.14102,biblio,,,pub.1154957333
"Singh, S.",Socio-metabolic risks and tipping points on islands,"amp ltamp gt Small island states and jurisdictions face enormous sustainability challenges such as isolation from global markets, tenuous resource availability, heavy reliance on imports to meet basic needs, coastal squeeze, and reduced waste absorption capacity. At the same time, the adverse effects of global environmental change such as global warming, extreme events, and outbreaks of pandemics significantly hinder island economies amp amp 8217 progress towards sustainability, and consistently rank them high on various vulnerability indices. This talk introduces the concept of amp amp 160 amp lt em amp gt socio-metabolic risk amp lt em amp gtdefined as systemic risk associated with the availability of critical resources, the integrity of material circulation, and the (in)equitable distribution of derived products and societal services in a socio-ecological system. Drawing on years of socio-metabolic research on islands,will argue that specific configurations and combinations of material stocks and flows and their amp amp 8216 resistance to change amp amp 8217 contribute to the system amp amp 8217proliferation of socio-metabolic risk (SMR). For better or for worse, these influence the system amp amp 8217ability to consistently and effectively deliver societal services necessary for human survival. Governing SMR would mean governing socio-metabolic flows, and easing resource requirements through amp lt em amp gt green(-blue) infrastructure amp lt em amp gt and nature-based solutions (NBS) to provide crucial societal services. Such interventions will need strategies to reconfigure resource-use patterns and associated services that are sustainable as well as socially equitable. amp ltamp gt",2023,2023-02-26,0,,,Sustainability; Vulnerability (computing); Resource (disambiguation); Distribution (mathematics); Representative Concentration Pathways; Business; Natural resource economics; Climate change; Economics; Ecology; Biology; Computer science; Mathematics; General Circulation Model; Computer security; Computer network; Mathematical analysis,,,http://dx.doi.org/10.5194/egusphere-egu23-17529,,biblio,,140-582-578-130-83X,
"Luo, P.; Ngai, E.W.T.; Cheng, T.C.E.",Supply chain network structures and firm financial performance: the moderating role of international relations,"PurposeThis paper examines the relationship between supply chain network structures and firm financial performance and the moderating role of international relations. In this study, which is grounded in social capital theory and applies the perspective of systemic risk, the authors theorize the effects of supply chain network structures on firm performance.Design methodology approachThe authors extracted data from two Chinese databases and constructed a supply chain network of the firms concerned based on nearly 4,300 supply chain relations between 2009 and 2018. The authors adopted the fixed effects model to investigate the relationship between supply chain network structures and firm financial performance.FindingsThe econometrics indicate that network structures, including the degree, centrality, clustering coefficients and structural holes, are significantly related to firm financial performance. A significant and negative relationship exists between international relations and firm financial performance. The authors also find that international relations strongly weaken the relationship between supply chain network structures and firm financial performance.Originality valueThis study, which collects secondary data from developing countries (e.g. China) and explores the impacts of supply chain network structures on firm stock performance, contributes to the existing literature and provides practical implications.",2023,2023-04-27,0,International Journal of Operations & Production Management,,,,,http://dx.doi.org/10.1108/ijopm-07-2022-0434,,biblio,,096-265-485-302-791,
"McCoy, D.C.; Hanno, E.C.",Systemic barriers and opportunities for implementing school-based social emotional learning interventions in low-income and conflict-affected settings,"Children living in low-income and conflict-affected settings face unique systemic risk factors that shape their social, emotional, and mental well-being. However, little is known about how these and other systemic factors may impede or support the delivery of social-emotional learning (SEL) interventions in these contexts. In this article, we draw from our experience delivering and evaluating a classroom-based SEL curriculum in Rio de Janeiro, Brazil to surface systemic barriers and opportunities for implementing SEL interventions in low-income, conflict-affected settings. Specifically, we identify (1) culture, (2) timing, and (3) government support and stability as factors underlying SEL program demand, dosage, quality, and effectiveness. We provide recommendations for improving implementation of SEL programs in low-income and conflict-affected contexts, including the importance of building pro-active partnerships, using qualitative research, and investing in adaptation to both understand and address systemic barriers.",2023,2023-03-06,0,Frontiers in Psychology,,,32 Biomedical and Clinical Sciences; 52 Psychology,"McCoy, D.C. (Human Development, Learning, and Teaching, Harvard Graduate School of Education, Cambridge, MA, United States); Hanno, E.C. (Human Development, Learning, and Teaching, Harvard Graduate School of Education, Cambridge, MA, United States)",https://www.frontiersin.org/articles/10.3389/fpsyg.2023.1011039/pdf,https://www.frontiersin.org/articles/10.3389/fpsyg.2023.1011039/pdf,biblio,,,pub.1155968139
"Hurd, T.R.",Systemic cascades on inhomogeneous random financial networks,"This article presents a model of the financial system as an inhomogeneous random financial network (IRFN) withnodes that represent different types of institutions such as banks or funds and directed weighted edges that signify counterparty relationships between nodes. The onset of a systemic crisis is triggered by a large exogenous shock to banks’ balance sheets. Their behavioural response is modelled by a cascade mechanism that tracks the propagation of damaging shocks and possible amplification of the crisis, and leads the system to a cascade equilibrium. The mathematical properties of the stochastic framework are investigated for the first time in a generalization of the Eisenberg Noe solvency cascade mechanism that accounts for fractional bankruptcy charges. New include verification of a tree independent cascade property of the solvency cascade mechanism, and culminate in an explicit recursive stochastic solvency cascade mapping conjectured to hold in the limit as the number of banksgoes to infinity. It is shown how this cascade mapping can be computed numerically, leading to a rich picture of the systemic crisis as it evolves toward the cascade equilibrium.",2023,2023-01-10,0,Mathematics and Financial Economics,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment","Hurd, T.R. (Mathematics and Statistics, McMaster University, 1280 Main St. West, L8S 4L8, Hamilton, ON, Canada)",https://link.springer.com/content/pdf/10.1007/s11579-022-00315-7.pdf,https://link.springer.com/content/pdf/10.1007/s11579-022-00315-7.pdf,biblio,,,pub.1154376124
"Naeem, M.A.; Karim, S.; Yarovaya, L.; Lucey, B.M.",Systemic risk contagion of green and islamic markets with conventional markets,"Financial markets are exposed to extreme uncertain circumstances escalating their tail risk. Sustainable, religious, and conventional markets represent three different markets with various characteristics. Motivated with this, the current study measures the tail connectedness between sustainable, religious, and conventional investments by employing a neural network quantile regression approach from December 1, 2008 to May 10, 2021. The neural network recognized religious and conventional investments with maximum exposure to tail risk following the crisis periods reflecting strong diversification benefits of sustainable assets. The Systematic Network Risk Index spots Global Financial Crisis, European Debt Crisis, and COVID-19 pandemic as intensive events yielding high tail risk. The Systematic Fragility Index ranks the stock market in the pre-COVID period and Islamic stocks during the COVID sample as the most susceptible markets. Conversely, the Systematic Hazard Index nominates Islamic stocks as the chief risk contributor in the system. Given these, we portray various implications for policymakers, regulatory bodies, investors, financial market participants, and portfolio managers to diversify their risk using sustainable green investments.",2023,2023-04-18,0,Annals of Operations Research,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment","Naeem, M.A. (Accounting and Finance Department, United Arab Emirates University, P.O. Box 15551, Al-Ain, United Arab Emirates); Karim, S. (Department of Economics and Finance, Sunway Business School, Sunway University, 47500, Subang Jaya, Malaysia); Yarovaya, L. (The Centre for Digital Finance, Southampton Business School, Southampton, UK); Lucey, B.M. (Trinity Business School, Trinity College Dublin, Dublin, Ireland; University of Economics Ho Chi Minh City, Ho Chi Minh City, Vietnam; Jiangxi University of Finance and Economics, Nanchang, China; Abu Dhabi University, Abu Dhabi, United Arab Emirates)",https://link.springer.com/content/pdf/10.1007/s10479-023-05330-5.pdf,https://link.springer.com/content/pdf/10.1007/s10479-023-05330-5.pdf,biblio,,,pub.1157335172
"Cucinelli, D.; Soana, M.G.",Systemic risk in non financial companies: does governance matter,"The paper investigates the impact of four key corporate governance mechanismsboard, audit, compensation and ownership, and anti-takeover provisionson the exposure and contribution to systemic risk of 400 US non-financial companies (NFCs) listed inP500 from 2005 to 2020. Our show that in NFCs, unlike in banks, good corporate governance practices constrain both systemic risk exposure and contribution. We find a complementary effect between internal corporate governance mechanisms in reducing both the contribution and the exposure to systemic risk, and a substitution effect between internal and external governance practices in constraining the exposure of NFCs to systemic risk. Moreover, strong corporate governance practices are shown to constrain systemic risk both in steady-state conditions and in times of distress. 2023 Elsevier Inc.",2023,2023-01-01,0,International Review of Financial Analysis,corporate governance; financial distress; non-financial companies; systemic risk,,"35 commerce, management, tourism and services; 3501 accounting, auditing and accountability; 3502 banking, finance and investment; 3507 strategy, management and organisational behaviour","Cucinelli, D. (University of Parma, Via Kennedy 6, Parma, Italy); Soana, M.G. (University of Parma, Via Kennedy 6, Parma, Italy)",https://dx.doi.org/10.1016/j.irfa.2023.102601,https://dx.doi.org/10.1016/j.irfa.2023.102601,biblio,2-s2.0-85149872209,,
"Zhu, B.; Hu, X.; Deng, Y.; Lin, R.",Systemic risk prevention policies targeting systemically important banks: does clustering pattern matter,"It is well known that strengthening the soundness of individual banks that are too large or too interconnected is essential for maintaining financial stability. The clustering among homogeneous banks may also cause financial fragility but has received less attention. This paper discusses the policy improvement for preventing systemic risk from the perspective of the clustering pattern of systemically important banks (SIBs) based on a network optimization model. The show that the clustering pattern of SIBs is closely related to systemic risk contagion. Remarkably, networks with fewer connections among SIBs exhibit lower systemic risk than those featuring apparent clustering of SIBs. The potential mechanism is that the systemic vulnerability of small and medium-sized banks is greatly reduced in the disassortative networks. The proposed tools based on this-inter-SIBs exposure limits and pairwise capital requirements-can guide network optimization and significantly reduce systemic risk. Furthermore, combining existing capital surcharges for SIBs (focusing on the stability of individual SIBs) and proposed network-based tools (focusing on the cluster structure of the network) will be an effective way to enhance financial stability over existing policies.",2023,2023-04-27,0,Plos One,cluster analysis,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics","Zhu, B. (School of Finance, Southwestern University of Finance and Economics, Chengdu, China); Hu, X. (School of Finance, Southwestern University of Finance and Economics, Chengdu, China); Deng, Y. (School of Finance, Southwestern University of Finance and Economics, Chengdu, China); Lin, R. (School of Finance, Southwestern University of Finance and Economics, Chengdu, China)",http://dx.doi.org/10.1371/journal.pone.0284861,http://dx.doi.org/10.1371/journal.pone.0284861,biblio,,,pub.1157570082
"Narayan, S.; Kumar, D.",Systemic risk transmission from the united states to asian economies during the COVID-19 period,"The study investigates the systemic risk transmission from the US banking sector and the US market to the five most economically impacted Asian nations (Thailand, Malaysia, the Philippines, India, and Singapore) during the COVID-19 period of 2020. We consider the conditional value-at-risk (CoVaR) approach to estimate the systemic risk of the given economies at 5% quantile (for severe downturn risk) and 20% quantile (for moderate downturn risk). Our findings demonstrate a rise in systemic risk for these Asian countries in 2020, particularly in the first half of the year. The findings also provide evidence of the significant systemic risk transmission from the US banking sector and the US stock market to the majority of the given Asian economies at both quantiles. The study further highlights the significant contribution of the US financial market in increasing the systemic risk of the given Asian economies in 2020. We find similar for systemic risk transmission from the UK, the European Union, and Japan to the given Asian economies. The findings have implications for market participants, risk managers, and regulators who are concerned with risk diversification and tracking the routes of risk shock transmission. JEL Codes: G10 G18 G20",2023,2023-02-05,0,Journal of Emerging Market Finance,,Systemic risk; Diversification (marketing strategy); Recession; Business; Shock (circulatory); Economics; Stock market; Financial risk management; Transmission (telecommunications); Value at risk; Financial system; Risk management; Financial crisis; Finance; Geography; Macroeconomics; Medicine; Context (archaeology); Archaeology; Engineering; Marketing; Internal medicine; Electrical engineering,,,,,biblio,,073-486-282-048-070,
"Li, Y.; Wu, K.; Chen, Z.; Xu, G.; Wang, D.; Wang, J.; Bulloch, G.; Borchert, G.; Fan, H.",The association between retinal microvasculature derived from optical coherence tomography angiography and systemic factors in typediabetics,"Aims: To investigate the correlation between the retinal microvasculature using optical coherence tomography angiography (OCTA) and systemic factors in typediabetes mellitus (T2DM) patients. Methods: This cross-sectional study obtained OCTA data from patients with T2DM administered at hospital and referred to ophthalmic services. Patient data about demographics, comorbid conditions, and blood biomarkers were extracted from electronic medical records. Data from OCTA scans obtained by CIRRUS HD-OCT Model 5,000 were obtained. Vessel density (VD) and perfusion density (PD) within the superficial capillary plexus, and foveal avascular zone (FAZ) area were automatically segmented. These parameters were tested for their correlations with systemic factors by univariate and multivariable linear regression analyses.A total of 144 T2DM patients (236 eyes) were available for analysis, with mean age of 53.6 (SD 10.34) and 56.9% were male. Chronic kidney disease, cardiovascular disease, increased serum creatinine (Scr), red blood cell count (RBC), platelets (PLT), apolipoprotein(APOB), and decreased urine albumin to creatinine ratio (UACR) were significantly associated with lower VD and PD (all0.013). UACR and triglyceride (TRIG) were significantly correlated with FAZ area (all0.017). In multivariate analyses, PLT, eGFR, and APOB were independent risk factors for retinal rarefaction, and UACR was a significant predictor of FAZ area. Conclusion: We found several systemic risk factors, such as PLT, renal function and lipid profiles were associated with PD, VD, and FAZ area among Chinese T2DM patients. Copyright 2023 Li, Wu, Chen, Xu, Wang, Wang, Bulloch, Borchert and Fan.",2023,2023-01-01,0,Frontiers in Medicine,correlation; octa; retinal microvasculature; systemic factors; t2dm,,32 biomedical and clinical sciences; 3212 ophthalmology and optometry,"Li, Y. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China, Shantou University Medical College, Shantou, China); Wu, K. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China); Chen, Z. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China); Xu, G. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China); Wang, D. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China); Wang, J. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China); Bulloch, G. (Centre for Eye Research Australia, Melbourne, VIC, Australia, The University of Melbourne, Melbourne, VIC, Australia); Borchert, G. (Centre for Eye Research Australia, Melbourne, VIC, Australia, The University of Melbourne, Melbourne, VIC, Australia); Fan, H. (Department of Ophthalmology, Huizhou Central People’s Hospital, Huizhou, China)",https://dx.doi.org/10.3389/fmed.2023.1107064,https://dx.doi.org/10.3389/fmed.2023.1107064 https://www.frontiersin.org/articles/10.3389/fmed.2023.1107064/pdf,biblio,2-s2.0-85150935466,,
"Wang, X.; Wang, X.; Zhao, S.",The co-movements of credit default swap spreads in china,"In this paper, we study systemic risk in China using information from the credit default swap (CDS) data of Chinese firms. We find a large time variation in CDS spreads. More importantly, firms’ CDS spreads co-move with each other and the first three principal components (PCs) explain 94% of the time-series variation in CDS spreads. We further identify a set of economic risk factors that drive the co-movement of CDS spreads. Large external economic shocks shift a significant proportion of the variance explanation power from the factors related to China’s domestic economic condition to foreign trade and money supply. Our reveal the sources and dynamics of systemic risk in China. 2022 Taylor Francis Group, LLC.",2023,2023-01-01,0,Emerging Markets Finance and Trade,china; credit default swap; principal component analysis; systemic risk,,,"Wang, X. (Faculty of Business and Economics, The University of Hong Kong, Hong Kong); Wang, X. (Department of Finance, Southern University of Science and Technology Finance, Shenzhen, China); Zhao, S. (Department of Finance, Southern University of Science and Technology Finance, Shenzhen, China)",https://dx.doi.org/10.1080/1540496X.2022.2149260,https://dx.doi.org/10.1080/1540496X.2022.2149260,biblio,2-s2.0-85142869510,,
"Giacomini, E.; Marinelli, N.; Riccetti, L.",The impact at stake: risk and return in publicly listed social impact firms,"This study investigates the risk and return characteristics of impact investing in the public equity market. We use a unique hand-collected dataset of 50 US listed firms whose product (or service) addresses at least one of the global social and environmental challenges, as defined by the United Nations Social Development Goals (SDGs). We designate such firms Impact Firms, and we compare their financial performance to a matched sample of Non-Impact Firms in the time span 2002 2019. Our show that Impact and Non-Impact Firms have similar level of financial performance and both volatility and systemic risk over the entire sample period. At the same time, Impact Firms show a slightly lower negative skewness of the returns over the entire sample period, but not during crisis periods. However, compared to matched Non-Impact Firms, Impact Firms outperform during periods of market crisis, generating a valuable dampening of downside risk. 2023 John Wiley Sons Ltd.",2023,2023-01-01,0,"Business Ethics, the Environment and Responsibility",financial crisis; impact investing; performance; risk,,,"Giacomini, E. (Department of Economics and Law, University of Macerata, Macerata, Italy); Marinelli, N. (Department of Economics and Law, University of Macerata, Macerata, Italy); Riccetti, L. (Department of Economics and Law, University of Macerata, Macerata, Italy)",https://dx.doi.org/10.1111/beer.12511,https://dx.doi.org/10.1111/beer.12511,biblio,2-s2.0-85146082694,,
