Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Nadolnyak D., Vedenov D., Novak J.","16837003500;6505947933;7403303384;","Information value of climate-based yield forecasts in selecting optimal crop insurance coverage",2008,"American Journal of Agricultural Economics","90","5",,"1248","1255",,14,"10.1111/j.1467-8276.2008.01212.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56049105644&doi=10.1111%2fj.1467-8276.2008.01212.x&partnerID=40&md5=f024c30f58a387d23431d30002403879","Department of Agricultural Economics and Rural Sociology, Auburn University, United States; Department of Agricultural Economics, Texas A and M University, United States","Nadolnyak, D., Department of Agricultural Economics and Rural Sociology, Auburn University, United States; Vedenov, D., Department of Agricultural Economics, Texas A and M University, United States; Novak, J., Department of Agricultural Economics and Rural Sociology, Auburn University, United States","The article reports results of nonparametric analysis of corn, cotton, and peanut yield distributions during different ENSO phases in the Southeastern United States. The focus of the analysis is on establishing ENSO-dependent differences in the yield distributions and on evaluating their implications for area-yield crop insurance. The primary hypothesis of this article is that the distributions of yields and thus expected losses depend on realizations of long-term climate cycles represented by an ENSO phase assignment, which can be categorically forecasted before planting season. A group risk plan (GRP) insurance contract is used for analysis of insurance implications of ENSO forecasts because county yields smooth idiosyncrasies of individual farm yields and thus are more representative of the systemic risk caused by climate variability. County-level annual yield series were used in the analysis. Corn, cotton, and peanuts were chosen as the most common crops grown in the Southeast.",,"crop yield; El Nino-Southern Oscillation; insurance system; La Nina; weather forecasting; Gossypium hirsutum; Zea mays","Nadolnyak, D.; Department of Agricultural Economics and Rural Sociology, United States",,,00029092,,,,"English","Am. J. Agric. Econ.",Article,"Final","",Scopus,2-s2.0-56049105644
"Tymoigne E.","7801408191;","Central banking, asset prices and financial fragility",2008,"Central Banking, Asset Prices and Financial Fragility",,,,"1","322",,30,"10.4324/9780203885178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917272875&doi=10.4324%2f9780203885178&partnerID=40&md5=3cb675e3a28bf7dd3fb4681ad80ce6db","California State University Fresno, United States","Tymoigne, E., California State University Fresno, United States","The current literature on central banking contains two distinct branches. On the one side, research focuses on the impact of monetary policy on economic growth, unemployment, and output-price inflation, while ignoring financial aspects. On the other side, some scholars leave aside macroeconomics in order to study the narrow, but crucial, subjects of financial behaviours, and financial supervision and regulation. This book aims at merging both approaches by using macroeconomic analysis to show that financial considerations should be the main preoccupation of central banks. Eric Tymoigne shows how different views regarding the conception of asset pricing lead to different positions regarding the appropriate role of a central bank in the economy. In addition, Hyman P. Minsky's framework of analysis is used extensively and is combined with other elements of the Post Keynesian framework to study the role of a central bank. Tymoigne argues that central banks should be included in a broad policy strategy that aims at achieving stable full employment. Their sole goal should be to promote financial stability, which is the best way they can contribute to price stability and full employment. Central banks should stop moving their policy rate frequently and widely because that creates inflation, speculation, and economic instability. Instead, Tymoigne considers a pro-active financial policy that does not allow financial innovations to enter the economy until they are certified to be safe and that focuses on analyzing systemic risk. He argues that central banks should be a guide and a reformer that allow a smooth financing and funding of asset positions, while making sure that financial fragility does not increase drastically over a period of expansion. This book will be of interest to students and researchers engaged with central banking, macroeconomics, asset pricing and monetary economics. © 2009 éric Tymoigne. All rights reserved.",,,"Tymoigne, E.; California State University FresnoUnited States",,"Routledge Taylor & Francis Group",,0203885171; 9780203885178,,,"English","Cent. Bank., Asset Prices and Financ. Fragility",Book,"Final","",Scopus,2-s2.0-84917272875
"Lai M.M.","56783530200;","Systemic risk factors associated with visual outcomes in young patients with RVO",2008,"Retina Today",,"NOVEMBER",,"67","69",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055181514&partnerID=40&md5=62f194202a13b72801e0cd566c7dcc03","Department of Ophthalmology, Georgetown University, School of Medicine, United States","Lai, M.M., Department of Ophthalmology, Georgetown University, School of Medicine, United States",[No abstract available],,,"Lai, M. M.; Department of Ophthalmology, United States; email: mikemlai@yahoo.com",,,18250572,,,,"English","Retina Today",Article,"Final","",Scopus,2-s2.0-82055181514
"Macedo Cintra M.A., Farhi M.","35976654800;35781540600;","A crise financeira e o global shadow banking system",2008,"Novos Estudos CEBRAP",,"82",,"35","55",,7,"10.1590/S0101-33002008000300002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950750722&doi=10.1590%2fS0101-33002008000300002&partnerID=40&md5=54773371a5d78244f06ee7a6b8b0f1c1","Conselho Nacional de Desenvolvimento Científico Tecnológico (CNPq), Brazil; Centro de Conjuntura Política Econômica, Cecon/IE/Unicamp, Brazil","Macedo Cintra, M.A., Conselho Nacional de Desenvolvimento Científico Tecnológico (CNPq), Brazil; Farhi, M., Centro de Conjuntura Política Econômica, Cecon/IE/Unicamp, Brazil","The financial crisis triggered by increasing default rate, real estate devaluation and financial asset depreciation combined with U.S. subprime mortgages brought about the debate over the framework of the U.S. and international financial systems, their potential systemic risks, and their regulatory and supervisory mechanisms. A great variety of financial institutions which were poorly regulated and badly supervised changed into the counterpart of the credit risk transfer from the banking system and started to hold increasing risks. This paper deals with the interaction of these financial institutions, including a description of some features of the major stage in this process - the so-called over-the-counter (OTC) market - and the use of financial innovations which amplified the crisis. It also aims to clarify the need for improvements in terms of regulation and supervision considering the complexity and opacity of these institutions and markets.","Banking system; Capitalism; Credit; Economic crisis",,"Macedo Cintra, M.A.; Conselho Nacional de Desenvolvimento Científico Tecnológico (CNPq)Brazil",,,01013300,,,,"Portuguese","Novos Estud. CEBRAP",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-77950750722
"Schwarcz S.L.","55903524900;","Systemic risk",2008,"Georgetown Law Journal","97","1",,"193","249",,283,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149086909&partnerID=40&md5=b70a4e4286d3dc91f841f27fcc9e03e0","Department of Law and Business, Duke University, School of Law","Schwarcz, S.L., Department of Law and Business, Duke University, School of Law","Governments and international organizations worry increasingly about systemic risk, under which the world's financial system can collapse like a row of dominoes. There is widespread confusion, though, about the causes and even the definition of systemic risk, and uncertainty about how to control it. This Article offers a conceptual framework for examining what risks are truly ""systemic,"" what causes those risks, and how, if at all, those risks should be regulated. Scholars historically have tended to think of systemic risk primarily in terms of financial institutions such as banks. However, with the growth of disintermediation, in which companies can access capital-market funding without going through banks or other intermediary institutions, greater focus should be devoted to financial markets and the relationship between markets and institutions. This perspective reveals that systemic risk results from a type of tragedy of the commons in which market participants lack sufficient incentive, absent regulation, to limit risk-taking in order to reduce the systemic danger to others. Law, therefore, has a role in reducing systemic risk.",,,"Schwarcz, S. L.; Department of Law and Business, United States; email: schwarcz@law.duke.edu",,,00168092,,,,"English","Georget. Law J.",Review,"Final","",Scopus,2-s2.0-57149086909
"Cheng C.-I., Hsueh S.-K., Lee F.-Y., Wu C.-J., Fang C.-Y., Sheu J.-J., Chen S.-M., Yang C.-H., Hsieh Y.-K., Chen M.-C., Fu M., Yip H.-K.","55710450300;16401555300;57141511100;8948668300;7403269869;16231191800;8952106600;8952106300;7202635254;9434387700;7202031110;7101980838;","Clinical presentation and prognostic factors of patients with acute ST-segment elevation myocardial infarction following emergent revascularization for left main coronary artery obstruction",2008,"Circulation Journal","72","10",,"1598","1604",,11,"10.1253/circj.CJ-08-0258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949101389&doi=10.1253%2fcircj.CJ-08-0258&partnerID=40&md5=8b70942fbd0fa321c9450dcc1f674033","Graduate Institute of Clinical Medical Sciences, Chang Gung University College of Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Department of Surgery, Chang Gung Memorial Hospital, Kaohsiung Medical Center, Kaohsiung, Taiwan; Department of Internal Medicine, Chang Gung Memorial Hospital, Kaohsiung Medical Center, No.123, Ta-Pei Road, Niao-Sung Township, Kaohsiung County, 83301, Taiwan","Cheng, C.-I., Graduate Institute of Clinical Medical Sciences, Chang Gung University College of Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan, Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Hsueh, S.-K., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Lee, F.-Y., Department of Surgery, Chang Gung Memorial Hospital, Kaohsiung Medical Center, Kaohsiung, Taiwan; Wu, C.-J., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Fang, C.-Y., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Sheu, J.-J., Department of Surgery, Chang Gung Memorial Hospital, Kaohsiung Medical Center, Kaohsiung, Taiwan; Chen, S.-M., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Yang, C.-H., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Hsieh, Y.-K., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Chen, M.-C., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Fu, M., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan; Yip, H.-K., Division of Cardiology, Department of Internal Medicine, Kaohsiung Medical Center, Kaohsiung, Taiwan, Department of Internal Medicine, Chang Gung Memorial Hospital, Kaohsiung Medical Center, No.123, Ta-Pei Road, Niao-Sung Township, Kaohsiung County, 83301, Taiwan","Background: Acute ST-segment elevation myocardial infarction (STEMI) caused by left main coronary artery (LMCA) obstruction is uncommon. Although the link between this catastrophic disease and very high mortality is well recognized, even after undergoing emergent revascularization, the systemic risk stratification and longterm outcome are currently unclear. The clinical presentation, parameter-related in-hospital death and long-term outcomes of these patients with acute LMCA obstruction undergoing emergency revascularization were carefully reviewed. Methods and Results: From January 2000 through December 2007, 1,588 patients were diagnosed to have STEMI and received emergent cardiac catheterization. The 38 (2.4%) of these 1,588 patients were enrolled into the present study due to LMCA obstruction. The analytical results identified the 30-day mortality rate as 42.1% (16/38). Multivariate analysis demonstrated that renal insufficiency was independently predictive of in-hospital mortality (odds ratio (OR): 5.642; p=0.029), whereas successful revascularization was independently predictive of freedom from in-hospital mortality (OR: 0.174; p=0.044). The cut-off value of a Parsonnet score >20 was strongly associated with 30-day mortality (p=0.002). Conclusions: Even undergoing emergency revascularization for patients with acute LMCA obstruction, the inhospital mortality remains very high. Additionally, the worse clinical outcome was observed in those with renal insufficiency and Parsonnet score of >20.","Left main coronary artery; Revascularization; ST-segment elevation myocardial infarction","adult; aged; article; clinical feature; controlled study; coronary artery obstruction; female; heart infarction; human; left coronary artery; major clinical study; male; mortality; prognosis; revascularization; risk; scoring system; ST segment elevation; Aged; Atrial Fibrillation; Body Height; Body Weight; Coronary Artery Disease; Coronary Vessels; Female; Hospital Mortality; Humans; Intra-Aortic Balloon Pumping; Kidney Failure; Male; Medical Records; Myocardial Infarction; Myocardial Revascularization; Prognosis; Retrospective Studies; Smoking; Survival Analysis; Survivors; Thrombolytic Therapy","Yip, H.-K.; Department of Internal Medicine, No.123, Ta-Pei Road, Niao-Sung Township, Kaohsiung County, 83301, Taiwan; email: hkyip@adm.cgmh.org.tw",,,13469843,,CJIOB,"18762703","English","Circ. J.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-52949101389
"Jeganathan V.S.E., Ghosh S., Ruddle J.B., Gupta V., Coote M.A., Crowston J.G.","25646126000;55478990200;6505956277;35451273500;56268213600;26643353200;","Risk factors for delayed suprachoroidal haemorrhage following glaucoma surgery",2008,"British Journal of Ophthalmology","92","10",,"1393","1396",,64,"10.1136/bjo.2008.141689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53649102395&doi=10.1136%2fbjo.2008.141689&partnerID=40&md5=fb85af3dcafebebe667b8a48588cfa62","Centre for Eye Research Australia, University of Melbourne, VIC, Australia; Singapore Eye Research Institute, Singapore National Eye Centre, Singapore, Singapore; Royal Victorian Eye and Ear Hospital, VIC, Australia; Glaucoma Investigative Research Unit, Centre for Eye Research Australia, 32, Gisborne Street, East Melbourne, VIC 3002, Australia","Jeganathan, V.S.E., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Singapore Eye Research Institute, Singapore National Eye Centre, Singapore, Singapore; Ghosh, S., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Royal Victorian Eye and Ear Hospital, VIC, Australia; Ruddle, J.B., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Royal Victorian Eye and Ear Hospital, VIC, Australia; Gupta, V., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Royal Victorian Eye and Ear Hospital, VIC, Australia; Coote, M.A., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Royal Victorian Eye and Ear Hospital, VIC, Australia; Crowston, J.G., Centre for Eye Research Australia, University of Melbourne, VIC, Australia, Royal Victorian Eye and Ear Hospital, VIC, Australia, Glaucoma Investigative Research Unit, Centre for Eye Research Australia, 32, Gisborne Street, East Melbourne, VIC 3002, Australia","Aim: To determine the incidence, risk factors and outcomes of delayed suprachoroidal haemorrhage (DSCH) after glaucoma surgery. Methods: A retrospective case-control study was performed at a tertiary referral eye hospital on patients who presented with DSCH following glaucoma surgery. Cases were compared with a matched-control population that underwent equivalent procedures but did not develop DSCH. The main outcome parameters were incidence of DSCH, risk factors associated with its occurrence, visual outcome and prognostic factors. Results: Of the 2752 glaucoma surgeries performed during the 10-year recruitment period, 29 cases of DSCH (1%) were identified. An increased incidence of DSCH was observed after glaucoma drainage device implantation compared with trabeculectomy-associated DSCH (p<0.0001; odds ratio 3.4; 95% Cl 1.9 to 5.4). Risk factors for DSCH included low postoperative intraocular pressure (≤3 mm Hg; p<0.001), aphakia (p<0.001), prior intraocular surgery (p<0.002), hypertension (p<0.001), anticoagulation (p = 0.002), ischaemic heart disease (p = 0.001) and respiratory disease (p = 0.008). The visual outcome of patients with haemorrhage was poor (logMAR 1.34 (SD 0.41)) and was significantly worse when compared with the control group (p = 0.002). Conclusions: In this study cohort, DSCH occurred more frequently after glaucoma drainage device implantation compared with trabeculectomy. Caution should be exercised when operating on patients with known ocular and systemic risk factors.",,"adult; aged; anticoagulation; aphakia; article; choroid hemorrhage; clinical article; comparative study; confidence interval; controlled study; device; female; glaucoma; glaucoma surgery; human; hypertension; incidence; intraocular pressure; ischemic heart disease; male; outcome assessment; postoperative period; priority journal; prognosis; respiratory tract disease; retrospective study; risk assessment; risk factor; trabeculectomy; treatment outcome; Aged; Aged, 80 and over; Choroid Hemorrhage; Epidemiologic Methods; Female; Glaucoma; Glaucoma Drainage Implants; Humans; Intraocular Pressure; Male; Middle Aged; Postoperative Hemorrhage; Risk Factors; Trabeculectomy; Treatment Outcome; Visual Acuity","Crowston, J. G.; Glaucoma Investigative Research Unit, 32, Gisborne Street, East Melbourne, VIC 3002, Australia; email: crowston@unimelb.edu.au",,,00071161,,BJOPA,"18684750","English","Br. J. Ophthalmol.",Article,"Final","",Scopus,2-s2.0-53649102395
"Chang E.J., Guerra S.M., Lima E.J.A., Tabak B.M.","7401837852;23049888700;7103348362;6602910863;","The stability-concentration relationship in the Brazilian banking system",2008,"Journal of International Financial Markets, Institutions and Money","18","4",,"388","397",,23,"10.1016/j.intfin.2007.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649180622&doi=10.1016%2fj.intfin.2007.04.004&partnerID=40&md5=5ef471f204fa8593d82b8ca8fa562500","Research Department, Banco Central do Brasil, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil","Chang, E.J., Research Department, Banco Central do Brasil, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil; Guerra, S.M., Research Department, Banco Central do Brasil, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil; Lima, E.J.A., Research Department, Banco Central do Brasil, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil; Tabak, B.M., Research Department, Banco Central do Brasil, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil","In this article, the relation between non-performing loans (NPL) of the Brazilian banking system and macroeconomic factors, systemic risk, and banking concentration is empirically tested. In evaluating this relation, we use a dynamic specification with fixed effects, while using a panel data approach. The empirical results suggest that the banking concentration has a statistically significant impact on NPL, suggesting that more concentrated banking systems may improve financial stability. These results are important for the design of banking regulation policies. © 2007 Elsevier B.V. All rights reserved.","Banking system; Financial fragility; Systemic risk",,"Tabak, B.M.; Research Department, SBS Quadra 3, Bloco B, Ed. Sede 9 andar, 70074-900 Brasília, DF, Brazil; email: benjamin.tabak@bcb.gov.br",,,10424431,,,,"English","J. Int. Financ. Mark. Inst. Money",Article,"Final","",Scopus,2-s2.0-44649180622
"Reitsamer H.A.","6701666265;","Therapy of blood flow impairments in glaucoma patients between theory and practical approaches? [Therapie der durchblutungsstörung beim glaukom - Theorie und wirklichkeit]",2008,"Spektrum der Augenheilkunde","22","4",,"222","226",,1,"10.1007/s00717-008-0268-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55149115140&doi=10.1007%2fs00717-008-0268-7&partnerID=40&md5=9aef67a8d180a0ae0329abe448236510","Universitätsklinik für Augenheilkunde und Optometrie, Paracelsus Medizinische Universität, Salzburg, Austria; Universitätsklinik für Augenheilkunde und Optometrie, Paracelsus Medizinische Universität, Müllner Hauptstraße 48, 5020 Salzburg, Austria","Reitsamer, H.A., Universitätsklinik für Augenheilkunde und Optometrie, Paracelsus Medizinische Universität, Salzburg, Austria, Universitätsklinik für Augenheilkunde und Optometrie, Paracelsus Medizinische Universität, Müllner Hauptstraße 48, 5020 Salzburg, Austria","The vascular theory for the pathogenesis of primary open angle glaucomas (POAG) was increasingly supported by findings over the past decade. A substantial number of studies identified the connection between blood velocities in retrobulbar vessels, ocular perfusion pressure and optic nerve head blood flow and its regulation and the presence and/or progression of POAG. In addition new insights in the relationship between local and systemic risk factors were gained, identifying POAG as a group of diseases with a complex pathogenesis including an altered hemodynamic situation. However, controlled studies to investigate the possible protective effect of interventions targeting the blood flow situation independently of changing intraocular pressure are still missing. In addition clinical methods to measure volumetric optic nerve head blood flow are still missing. Because of its complex nature, with local and systemic risk factor, the treatment of POAG often does not target the eye only. A patient suspected to have impaired ocular blood flow in the presence of glaucoma should be subjected to a primary vascular examination and if necessary be transferred to a specialized center of ophthalmology. 24 h blood pressure and profiles of intraocular pressure as well as blood work and exclusion of sleep apnea should be performed. Primary target is the consolidation of 24 h intraocular pressure, blood pressure (avoiding either arterial hypertension as well as hypotension) and blood oxygenation. In addition vasospastic syndromes and hypovolemia can be treated and a detailed local exam using cutting edge technology should be performed. The results of such intensive diagnostics often are first time diagnosis of systemic diseases, followed by interdisciplinary treatment with collaborations between the ophthalmologist and the departments of internal medicine, neurology, neurosurgery, radiology, and vascular surgery. © 2008 Springer-Verlag.","Glaucoma; Impaired ocular blood flow; Intraocular pressure; Ocular blood flow; Pathogenesis; POAG",,"Reitsamer, H. A.; Universitätsklinik für Augenheilkunde und Optometrie, Müllner Hauptstraße 48, 5020 Salzburg, Austria; email: h.reitsamer@salk.at",,,09304282,,SPAUE,,"German","Spektrum Augenheilkd.",Review,"Final","",Scopus,2-s2.0-55149115140
"Hu H.T.C., Black B.","12446027500;7202626014;","Debt, equity and hybrid decoupling: Governance and systemic risk implications",2008,"European Financial Management","14","4",,"663","709",,97,"10.1111/j.1468-036X.2008.00450.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49849090078&doi=10.1111%2fj.1468-036X.2008.00450.x&partnerID=40&md5=6ee23c32dd8fe23634fce2a9020539be","University of Texas, Law School, TX, United States; University of Texas, Law School, McCombs School of Business, TX, United States","Hu, H.T.C., University of Texas, Law School, TX, United States; Black, B., University of Texas, Law School, McCombs School of Business, TX, United States","We extend here our prior work, which focused on equity decoupling (Hu and Black, 2006, 2007, 2008), by providing a systematic treatment of debt decoupling and an initial exploration of hybrid decoupling. Equity decoupling involves unbundling of economic, voting, and sometimes other rights customarily associated with shares, often in ways that may permit avoidance of disclosure and other obligations. We discuss a new U.S. court decision which will likely curtail the use of equity decoupling strategies to avoid large shareholder disclosure rules. Debt decoupling involving the unbundling of the economic rights, contractual control rights, and legal and other rights normally associated with debt, through credit derivatives and securitisation. Corporations can have empty and hidden creditors, just as they can have empty and hidden shareholders. 'Hybrid decoupling' across standard equity and debt categories is also possible. All forms of decoupling appear to be increasingly common. Debt decoupling can pose risks at the firm level for what can be termed 'debt governance' - the overall relationship between creditor and debtor, including creditors' exercise of contractual and legal rights with respect to firms and other borrowers. Widespread debt decoupling can also involve externalities and therefore create systemic financial risks; we explore those risks. © 2008 The Authors.","CDOs; Credit default swaps; Debt decoupling; Disclosure; Empty voting; Equity decoupling; Equity swaps; Hidden ownership; Hybrid decoupling; Securities and Exchange Commission; Securitisation; Systemic risk",,"Hu, H. T. C.; University of Texas, , TX, United States; email: hhu@law.utexas.edu",,,13547798,,,,"English","Eur. Financ. Manage.",Review,"Final","",Scopus,2-s2.0-49849090078
[No author name available],[No author id available],"Transportation: Study details errors contributing to high-pressure pipeline infringement",2008,"Oil and Gas Journal","106","29",,"62","64",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249172301&partnerID=40&md5=caf5c69d3e29750089d84b0f76de625b",,"","A case study written by Julian Williamson and Christine Daniels and published by the UK's Health and Safety Executive details issues contributing to a third-party pipeline infringement in February 2007. In its findings, the report emphasizes that even ostensibly informed individuals will both make errors and commit violations and that effective safety policy must account for this. Based on interviews conducted in August-September 2007 with those involved in the incident, the report breaks identified risk factors into six main categories: systemic risk factors; organizational change; communication; planning; risk awareness, perception; and provision of risk information. The report makes recommendations for managing risk of third-party damage in each category. A system for communicating risk information should be simple enough that the proper information reaches the site level. Communication of risks should take place at every stage from design through completion of construction.",,,,,,00301388,,OIGJA,,"English","Oil Gas J.",Article,"Final","",Scopus,2-s2.0-50249172301
"Song K.-E., Min Y.-K., Lee J.-K., Lee K.B., Joo H.J., Kwack K.-S., Chung Y.-S.","35313555600;7202198504;27169620200;7501501256;15723586900;12769459500;16155874000;","A probable case of oral bisphosphonate-associated osteonecrosis of the jaw and recovery with parathyroid hormone treatment",2008,"Current Therapeutic Research - Clinical and Experimental","69","4",,"356","362",,10,"10.1016/j.curtheres.2008.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51049095428&doi=10.1016%2fj.curtheres.2008.08.003&partnerID=40&md5=0a225e8d34fa3bac70cf3897c6542243","Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea; Division of Endocrinology and Metabolism, Department of Medicine, Samsung Medical Center, Seoul, South Korea; Department of Dentistry, Ajou University School of Medicine, Suwon, South Korea; Department of Pathology, Ajou University School of Medicine, Suwon, South Korea; Department of Radiology, Ajou University School of Medicine, Suwon, South Korea","Song, K.-E., Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea; Min, Y.-K., Division of Endocrinology and Metabolism, Department of Medicine, Samsung Medical Center, Seoul, South Korea; Lee, J.-K., Department of Dentistry, Ajou University School of Medicine, Suwon, South Korea; Lee, K.B., Department of Pathology, Ajou University School of Medicine, Suwon, South Korea; Joo, H.J., Department of Pathology, Ajou University School of Medicine, Suwon, South Korea; Kwack, K.-S., Department of Radiology, Ajou University School of Medicine, Suwon, South Korea; Chung, Y.-S., Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea","Introduction: Bisphosphonates are effective for treating osteoporosis, Paget's disease of bone, and malignancy-associated bone diseases. Bisphosphonate-associated osteonecrosis of the jaw (ONJ) is a rare but serious adverse effect of bisphosphonate therapy. Due to inhibitory actions on bone turnover, bisphosphonate therapy may result in the accumulation of microdamage. Case summary: A 74-year-old Korean woman (height, 150 cm; weight, 51 kg) was referred to the Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea, for evaluation of pain and persistent abnormal exposure of jaw bone after extraction of teeth. She had been receiving weekly oral alendronate treatment for osteoporosis for ~5 years. The patient had the clinical features of bisphosphonate-associated osteonecrosis of the mandible, which was precipitated by teeth extraction ~14 months prior to the outpatient referral visit. At her clinical baseline visit, serum hormone concentrations and bone turnover markers were as follows: thyroid-stimulating hormone, 0.88 μIU/mL (reference range, 0.25-5.00 μIU/mL); 25-hydroxyvitamin D3, 20.9 (9.0-37.6) ng/mL; parathyroid hormone (PTH), 57 (11-62) pg/mL; serum osteocalcin, 8.7 (12.9-55.9) ng/mL; and urine N-telopeptide 21 (26-124) nM/mM creatinine. She had multiple systemic risk factors for ONJ, including older age, type 2 diabetes mellitus, and long duration of bisphosphonate therapy. There was no mandibular lesion improvement despite repeated surgical procedures performed within a 14-month period. Bisphosphonate therapy was discontinued and PTH therapy was started. After 2 months, exposed oral mucosa had healed. After 4 months of treatment, the pain had completely subsided, and after 6 months the patient's eating and drinking habits returned. The serum concentration of osteocalcin, a bone formation marker, which was initially suppressed (8.7 ng/mL), increased 174% (15.1 ng/mL) from baseline after 6 months of treatment with PTH. Conclusions: Here we report a probable case of oral bisphosphonate-associated ONJ featuring suppressed bone turnover. Treatment with the bone formation-stimulating agent PTH was beneficial. © 2008 Excerpta Medica Inc. All rights reserved.","alendronate; bisphosphonate; osteonecrosis of the jaw; osteoporosis; parathyroid hormone treatment","alendronic acid; amino terminal telopeptide; amoxicillin; amoxicillin plus clavulanic acid; bisphosphonic acid derivative; calcifediol; citrate calcium; glimepiride; hemoglobin A1c; hydrochlorothiazide; osteocalcin; parathyroid hormone; parathyroid hormone[1-34]; thyrotropin; valsartan; vitamin D; age; aged; article; Asian; bone necrosis; bone turnover; case report; curettage; debridement; drug withdrawal; female; healing; human; hypertension; jaw disease; non insulin dependent diabetes mellitus; osteoporosis; pain; priority journal; risk factor; tooth extraction; treatment duration","Chung, Y.-S.; Department of Endocrinology and Metabolism, , Suwon, South Korea; email: yschung@ajou.ac.kr",,,0011393X,,CTCEA,,"English","Curr. Ther. Res. Clin. Exp.",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-51049095428
