authors,title,abstract,year,pub_date,n_cited,source,kws,auth_affils,link,links,bib_src,scopus_id
"Alifanova, E.N.; Evlahova, U.S.",Evaluation of systemic risks in financial markets: the comparative analysis of approaches,"Article is devoted to a comparative analysis of approaches to assessing systemic risk in the financial market, developed by foreign and Russian researchers, based on criteria such as: the area of systemic risk used statistical base, theoretical and methodological approaches. IDOSI Publications, 2014.",2014,2014-01-01,0,Middle - East Journal of Scientific Research,financial institutions; financial markets; systemic risk,"Alifanova, E.N. (Rostov state economic university, Russian Federation); Evlahova, U.S. (Rostov state economic university, Russian Federation)",https://dx.doi.org/10.5829/idosi.mejsr.2014.20.04.21056,https://dx.doi.org/10.5829/idosi.mejsr.2014.20.04.21056,scopus,2-s2.0-84894625662
"De, J.P.","Fair value accounting, fragile bank balance sheets and crisis: A model","A topic of recent interest in accounting research has been the investigation of the role of fair value accounting (FVA) in the global financial crisis. This research focused on finding a link during the crisis time-period and often states that ""accounting is only a messenger"". The model presented in this paper emphasises finding the link before the crisis and ""accounting as money."" Use is made of an accounting model of the economy due to the inability of standard models of monetary transmission to incorporate global financial crisis characteristics such as feedback effects, systemic risk and the centrality of the financial sector in the crisis. The model shows FVA in banks to be an accelerator that amplifies the financial cycle upswing. Feedback effects noted in the model include changes in the demand for financial instruments and changes in demand in the real economy. Minsky-like, crisis is shown to be endogenous to the model, working through the fragility of balance sheets in the real sector as well as in the financial sector. Bank balance sheet fragility is caused by bad capital driving out good capital, banks reaching for yield and the inversion of the yield curve. The model shows that the practice of not meeting rising credit demand with increasing credit supply is an essential control mechanism in the financial cycle. 2014 Elsevier Ltd.",2014,2014-01-01,17,"Accounting, Organizations and Society",,"De Jager, P. (Department of Finance and Tax, African Collaboration for Quantitative Finance and Risk Research, University of Cape Town, South Africa)",https://dx.doi.org/10.1016/j.aos.2014.01.004,https://dx.doi.org/10.1016/j.aos.2014.01.004,scopus,2-s2.0-84896489630
"Nadia, S.; Chulpan, S.",Financial risks of constituents of the russian federation,"The Russian Federation comprises of 83 constituents which vary not only in territory, climate zones, resource endowment, but also in economic indicators which have influence on their investment attractiveness. While making decisions of investment, investors make allowances for investment attractiveness of regions and assess financial risks. Comparative analysis of ratings of constituents of the Russian Federation according to valuations of international and Russian rating agencies, as well as of the Ministry of Regional Development of the Russian Federation and the Ministry of Finance of the Russian Federation is presented in this study. It has been identified that only international rating agencies and some Russian rating agencies assess risks. Besides, many rating agencies do not have indicators of evaluation of non-systemic risks in their system of estimated figures of investment attractiveness of regions. The authors propose to include these indicators into estimated figures of investment attractiveness of constituents of the Russian Federation. 2014, Mediterranean Center of Social and Educational Research. All rights reserved.",2014,2014-01-01,3,Mediterranean Journal of Social Sciences,constituents of the russian federation; financial risks; investment attractiveness; nonsystemic risks; rating agencies; systemic risks,"Nadia, S. (Kazan Federal University, Institute of Management, Economics and Finance, Kazan, 420008, Russian Federation); Chulpan, S. (Kazan Federal University, Institute of Management, Economics and Finance, Kazan, 420008, Russian Federation)",https://dx.doi.org/10.5901/mjss.2014.v5n24p,https://dx.doi.org/10.5901/mjss.2014.v5n24p,scopus,2-s2.0-84911443625
"Weber, R.H.; Staiger, D.N.",Financial stability board: mandate and implementation of its systemic risks standards,"The aim of this essay is to provide an overview of the Financial Stability Board’s (FSB) mandate and tools to safeguard financial stability and reduce systemic risks based on the methodological perspective of a legal analysis. It examines some of the recommendations that the FSB has published, with the aim of enhancing financial stability. In the second part of the paper, the complex problems that arise from implementing soft law recommendations, and the discretion granted to regulatory authorities, are discussed. 2014 by the authors licensee MDPI, Basel, Switzerland.",2014,2014-01-01,4,International Journal of Financial Studies,best practices; compliance; fsb; soft law; systemic risks,"Weber, R.H. (Institute of Law, University of Zurich, Raemistrasse 74/38, Zurich, 8001, Switzerland); Staiger, D.N. (Institute of Law, University of Zurich, Raemistrasse 74/38, Zurich, 8001, Switzerland)",https://dx.doi.org/10.3390/ijfs2010082,https://dx.doi.org/10.3390/ijfs2010082,scopus,2-s2.0-84982951222
"in, '.V.D.; van, L.I.",Finding the core: network structure in interbank markets,"This paper investigates the network structure of interbank markets. Using a dataset of interbank exposures in the Netherlands, we corroborate the recent hypothesis that the core periphery model is a 'stylised fact' of interbank markets. We find a core of highly connected banks intermediating between periphery banks and pay particular attention to model selection. Our analysis can help improve systemic risk assessments, especially as more granular data is becoming available. 2014 Elsevier B.V.",2014,2014-01-01,111,Journal of Banking and Finance,core periphery; interbank networks; loan intermediation,"in 't Veld, D. (CeNDEF, Department of Quantitative Economics, University of Amsterdam, Valckeniersstraat 65-67, XE Amsterdam, 1018, Netherlands); van Lelyveld, I. (De Nederlandsche Bank, PO Box 98, AB Amsterdam, 1000, Netherlands)",https://dx.doi.org/10.1016/j.jbankfin.2014.08.006,https://dx.doi.org/10.1016/j.jbankfin.2014.08.006,scopus,2-s2.0-84907775372
"Savona, R.",Hedge fund systemic risk signals,"In this paper, we realise an early warning system for hedge funds based on specific red flags that help detect the symptoms of impending extreme negative returns and the contagion effect. To do this we use regression tree analysis to identify a series of splitting rules that act as risk signals. The empirical findings presented herein prove that contagion, crowded trades, leverage commonality and liquidity concerns are the leading indicators for predicting worst returns. We not only provide a variable selection among potential predictors, but also assign specific risk thresholds for the selected key indicators at which the vulnerability of hedge funds becomes systemically relevant. 2013 Elsevier B.V. All rights reserved.",2014,2014-01-01,10,European Journal of Operational Research,dynamic conditional correlations; early warning system; forestry; hedge funds; regression analysis; regression trees; risk assessment; time-varying beta; trees; wooden fences,"Savona, R. (Department of Economics and Management, University of Brescia, Italy)",https://dx.doi.org/10.1016/j.ejor.2013.12.014,https://dx.doi.org/10.1016/j.ejor.2013.12.014,scopus,2-s2.0-84900602513
"Maeno, Y.; Morinaga, S.; Nishiguchi, K.; Matsushima, H.",Impact of credit default swaps on financial contagion,It had been believed in the conventional practice that the risk of a bank going bankrupt is lessened in a straightforward manner by transferring the risk of loan defaults. But the failure of American International Group in 2008 posed a more complex aspect of financial contagion. This study presents an extension of the asset network systemic risk model (ANWSER) to investigate whether credit default swaps mitigate or intensify the severity of financial contagion. A protection buyer bank transfers the risk of every possible debtor bank default to protection seller banks. The empirical distribution of the number of bank bankruptcies is obtained with the extended model. Systemic capital buffer ratio is calculated from the distribution. The ratio quantifies the effective loss absorbency capability of the entire financial system to force back financial contagion. The key finding is that the leverage ratio is a good estimate of a systemic capital buffer ratio as the backstop of a financial system. The risk transfer from small and medium banks to big banks in an interbank network does not mitigate the severity of financial contagion. 2014 IEEE.,2014,2014-01-01,0,"Ieee/iafe Conference on Computational Intelligence for Financial Engineering, Proceedings (cifer)",bank transfers; credit default swap; empirical distributions; extended model; finance; financial contagions; financial system; intelligent computing; international group; risk assessment; systemic risks,"Maeno, Y. (NEC Corporation, Kawasaki-shi Kanagawa, 211-8666, Japan); Morinaga, S. (NEC Corporation, Kawasaki-shi Kanagawa, 211-8666, Japan); Nishiguchi, K. (Japan Research Institute, Shinagawa-ku Tokyo, 141-0022, Japan); Matsushima, H. (Institute for International Socio-economic Studies, Minato-ku Tokyo, 108-0073, Japan)",https://dx.doi.org/10.1109/CIFEr.2014.6924067,https://dx.doi.org/10.1109/CIFEr.2014.6924067,scopus,2-s2.0-84908131321
"Chessa, A.; Caldarelli, G.; Damiano, A.; Scala, A.",Integrating the electric grid and the commuter network through a 'vehicle to grid' concept: A complex networks theory approach,"The new opportunities in the energy production, storage and distribution, raise new systemic challenges in the coordination and integration of each element in the infrastructural networks, considering also the unavoidable environmental constraints. In this 'multi-network' scenario an exciting prospective is to develop the so-called vehicle-to-grid concept to introduce a positive coupling between the electric grid and the commuter network. The present research will use concepts and tools borrowed from the scientific field of Complex Networks, to understand the infrastructures' interplay in the perspective of modeling, simulating and possibly controlling the systemic risk. 2014 IEEE.",2014,2014-01-01,1,"2014 Ieee International Electric Vehicle Conference, Ievc 2014",complex networks; complex networks theories; electric grids; electric power transmission networks; energy productions; environmental constraints; scientific fields; systemic risks; use concept; vehicle to grids; vehicles,"Chessa, A. (IMT Institute for Advanced Studies, Piazza San Ponziano 6, Lucca, 55100, Italy); Caldarelli, G. (IMT Institute for Advanced Studies, Piazza San Ponziano 6, Lucca, 55100, Italy); Damiano, A. (Università di Cagliari, Piazza D'Armi, Cagliari, 09123, Italy); Scala, A. (Institute for Complex Systems (CNR), P.le A. Moro 5, Rome, 00185, Italy)",https://dx.doi.org/10.1109/IEVC.2014.7056119,https://dx.doi.org/10.1109/IEVC.2014.7056119,scopus,2-s2.0-84988287217
"Gauthier, C.; Souissi, M.; Liu, X.",Introducing funding liquidity risk in a macro stress-testing framework,"The main contribution of this paper is to introduce a funding liquidity component a la Morris and Shin (2009) in a stress-testing framework. As a result, funding liquidity risk arises as an endogenous outcome of the interactions between market liquidity and solvency risks, and banks’ liquidity profiles. We perform a calibration exercise that highlights the vulnerability of leveraged institutions to the combination of low cash holdings and the prevalence of short-term debt, a key feature of the 2008 credit crisis. We also analyze the trade-offs between higher capital ratios, more liquid assets, and or less short-term liabilities in reducing systemic risk. 2014 Bank of England. All Rights reserved.",2014,2014-01-01,6,International Journal of Central Banking,,"Gauthier, C. (Bank of Canada, Canada); Souissi, M. (International Monetary Fund, Canada); Liu, X. (Manulife Financial, Canada)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84916936943
"Pitilakis, K.; Franchin, P.",Kyriazis pitilakis and paolo franchin,"This chapter outlines the SYNER-G project, itsand structure. A short literature review of the vulnerability and risk assessment of infrastructural systems and their components highlights the framework of the past works and the challenges anticipated. The main issues for the systemic risk analysis are shortly described including the SYNER-G taxonomy, the seismic hazard estimates, the intensity measures and fragility curves, the systemic analysis methods and performance indicators, the treatment of uncertainties and socio-economic issues of the analysis. Finally, the applications that have been performed to test the SYNER-G methodology and tools are also outlined. Springer ScienceCBusiness Media Dordrecht 2014.",2014,2014-01-01,3,"Geotechnical, Geological and Earthquake Engineering",,"Pitilakis, K. (Department of Civil Engineering, Aristotle University, 54124 Thessaloniki, Greece); Franchin, P. (Department of Structural and Geotechnical Engineering, Sapienza University of Rome, Via Gramsci 53, 00197 Rome, Italy)",https://dx.doi.org/10.1007/978-94-017-8835-9__1,https://dx.doi.org/10.1007/978-94-017-8835-9__1,scopus,2-s2.0-84903267647
"Poledna, S.; Thurner, S.; Farmer, J.D.; Geanakoplos, J.",Leverage-induced systemic risk under basle II and other credit risk policies,"We use a simple agent based model of value investors in financial markets to test three credit regulation policies. The first is the unregulated case, which only imposes limits on maximum leverage. The second is Basle II and the third is a hypothetical alternative in which banks perfectly hedge all of their leverage-induced risk with options. When compared to the unregulated case both Basle II and the perfect hedge policy reduce the risk of default when leverage is low but increase it when leverage is high. This is because both regulation policies increase the amount of synchronized buying and selling needed to achieve deleveraging, which can destabilize the market. None of these policies are optimal for everyone: risk neutral investors prefer the unregulated case with low maximum leverage, banks prefer the perfect hedge policy, and fund managers prefer the unregulated case with high maximum leverage. No one prefers Basle II. 2014 Elsevier B.V.",2014,2014-01-01,35,Journal of Banking and Finance,agent based model; banking regulation; basle ii; credit risk; leverage; systemic risk,"Poledna, S. (Section for Science of Complex Systems, Medical University of Vienna, Spitalgasse 23, A-1090, Austria); Thurner, S. (Section for Science of Complex Systems, Medical University of Vienna, Spitalgasse 23, A-1090, Austria, Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501, United States, IIASA, Schlossplatz 1, A-2361 Laxenburg, Austria); Farmer, J.D. (Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501, United States, Institute for New Economic Thinking at the Oxford Martin School and Mathematical Institute, University of Oxford, 24-29 St. Giles, Oxford OX1 3LB, United Kingdom); Geanakoplos, J. (Department of Economics, Yale University, New Haven, CT, United States)",https://dx.doi.org/10.1016/j.jbankfin.2014.01.038,https://dx.doi.org/10.1016/j.jbankfin.2014.01.038,scopus,2-s2.0-84894500018
"Moutot, P.",Macroeconomics and systemic risk: must central bankers go back to their future,"This paper applies to the recent financial crisis and from the viewpoint of the euro area two stylized models with two agents, money, no banks but important financial frictions formerly described in Moutot (2011). As the two models are able to generate high price and premia volatility and respectively illustrate systemic risk through a break-up of the zone and by the impairment of a financial market, the broad lessons they offer help explain the playing out of the crisis globally and in the euro area. As a consequence, it is argued that the consideration of systemic risk is essential to macroeconomics and hence broadens the set of tasks that central bankers must carry out in order to fulfil their price stability mandate. Philippe Moutot, 2014.",2014,2014-01-01,1,Banks and Bank Systems,financial crisis; financial development; financial frictions; heterogeneous agents; macroeconomic models; monetary policy; secular stagnation; supervision; systemic risk,"Moutot, P. (France)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84960853833
"Ellul, A.; Jotikasthira, C.; Lundblad, C.T.; Wang, Y.",Mark-to-market accounting and systemic risk: evidence from the insurance industry,"One of the most contentious issues raised during the recent crisis has been the potentially exacerbating role played by mark-to-market accounting. Many have proposed the use of historical cost accounting, promoting its ability to avoid the amplification of systemic risk. We caution against focusing on the accounting rule in isolation, and instead emphasize the interaction between accounting and the regulatory framework. First, historical cost accounting, through incentives that arise via interactions with complex capital adequacy regulation, does generate market distortions of its own. Second, while mark-to-market accounting may indeed generate fire sales during a crisis, forward-looking institutions that rationally internalize the probability of fire sales are incentivized to adopt a more prudent investment strategy during normal times which leads to a safer portfolio entering the crisis. Using detailed, position- and transaction-level data from the US insurance industry, we show that (a) market prices do serve as 'early warning signals', (b) insurers that employed historical cost accounting engaged in greater degrees of regulatory arbitrage before the crisis and limited loss recognition during the crisis, and (c) insurers facing mark-to-market accounting tend to be more prudent in their portfolio allocations. Our identification relies on the sharp difference in statutory accounting rules between life andC companies as well as the heterogeneity in implementation of these rules within each insurance type across US states. Our indicate that regulatory simplicity may be preferred to the complexity of risk-weighted capital ratios that gives rise, through interactions with accounting rules, to distorted risk-taking incentives and potential build-up of systemic risk. CEPR, CES, MSH, 2014.",2014,2014-01-01,25,Economic Policy,capital market; cost analysis; industrial investment; insurance industry; market conditions; regulatory framework; united states,"Ellul, A. (Indiana University, CSEF and ECGI, United States, University of North Carolina, United States, Fordham University, United States); Jotikasthira, C. (Indiana University, CSEF and ECGI, United States, University of North Carolina, United States, Fordham University, United States); Lundblad, C.T. (Indiana University, CSEF and ECGI, United States, University of North Carolina, United States, Fordham University, United States); Wang, Y. (Indiana University, CSEF and ECGI, United States, University of North Carolina, United States, Fordham University, United States)",https://dx.doi.org/10.1111/1468-0327.12030,https://dx.doi.org/10.1111/1468-0327.12030,scopus,2-s2.0-84901485445
"Tymoigne, E.",Measuring macroprudential risk through financial fragility: A minskian approach,"The paper uses the analytical framework developed by Hyman P. Minsky to construct an index of financial fragility for residential housing in the United States, the United Kingdom, and France. In the process, a clear difference is made between financial fragility, bubble, and fraud. The goal is to capture the growing interdependence between debt and asset price on the upside. The index is able to capture the rapid growth of financial fragility in residential housing from the early 2000s and an usually high level of financial fragility from 2004 in the United States. However, the construction of the index reveals that the data available are of limited quantity and quality for the purpose at hand. If the Financial Stability Oversight Council is serious about measuring systemic risk, better data about cash flows and loan underwriting should be collected in order to get an idea of the quality of leverage. This quality is measured by focusing on the means used to service debts instead of ability and willingness to service debt per se (i.e. credit risk). 2014 M.E. Sharpe, Inc.",2014,2014-01-01,7,Journal of Post Keynesian Economics,debt deflation; financial fragility; minsky; systemic risk,"Tymoigne, E. (Department of Economics, Lewis and Clark College, United States)",https://dx.doi.org/10.2753/PKE0160-3477360407,https://dx.doi.org/10.2753/PKE0160-3477360407,scopus,2-s2.0-84905166288
"Kleftouri, N.",Meeting the rationale of deposit protection system,"Purpose The purpose of this paper is to explore the full potential of an effective deposit insurance system. The current financial crisis in Europe has arguably casted fresh doubt on the role and need for deposit insurance. In this regard, the deposit insurance system’s rationale is a key starting issue in order to fully understand its design and role within a financial safety net system. Design methodology approach Using the UK regulatory regime as the main reference point, the deposit insurance system’sare divided into two broad categories: depositor protection and financial stability. Findings It is argued that a deposit insurance system could only be effective if designed to perform key regulatory s. Otherwise, authorities will keep resorting to other rescue measures, as this system will never be well equipped to respond to a bank failure. Practical implications Notwithstanding recent regulatory reforms, there is still a lack of clearand, thus, a clear profile for the Financial Services Compensation Scheme, as the UK deposit compensation scheme. In light of systemic risk and increased demands on prudential banking regulation, the UK deposit insurance system should be reformed to perform significant regulatory s. Social implications The further reform of the UK deposit insurance will enhance depositor protection and financial stability, especially amid the euro-crisis. Originality value An effective reform of deposit insurance requires a clear role-setting for deposit insurance. To this end, this paper offers a comprehensive analysis of all regulatorythat the post-crisis UK deposit insurance system should serve. 2014, Emerald Group Publishing Limited.",2014,2014-01-01,4,Journal of Financial Regulation and Compliance,bank competition; bank resolution; deposit guarantee scheme; deposit guarantee schemes directive; deposit insurance; depositor protection; financial services compensation scheme; financial stability; government guarantee,"Kleftouri, N. (Institute of Advanced Legal Studies, University of London, London, United Kingdom, Faculty of Law, University of Zurich, Zurich, Switzerland)",https://dx.doi.org/10.1108/JFRC-03-2013-0009,https://dx.doi.org/10.1108/JFRC-03-2013-0009,scopus,2-s2.0-84996524338
"Walls, L.; Quigley, J.; Houghton, T.; Howick, S.; Ackermann, F.",Modelling systemic risks to inform a repowering decision,"Our motivation is to inform an industrial decision to replace a conventional power station in a context where there are risks and uncertainties associated with new energy technologies such as renewables and smart grids. We develop a modelling approach to support this strategic engineering decision. Our goal is to support managers who need to define solutions for engineering systems within a compressed time scale, when there are multiple stakeholders and inter-related uncertainties. The general modelling process is described and analysis for the industrial case is presented. 2014 Taylor Francis Group, London.",2014,2014-01-01,0,"Safety, Reliability and Risk Analysis: Beyond the Horizon - Proceedings of the European Safety and Reliability Conference, Esrel 2013",conventional power; engineering decisions; engineering systems; modelling process; multiple stakeholders; new energy technologies; reliability; risk assessment; risks and uncertainties; safety engineering; systemic risks,"Walls, L. (University of Strathclyde, Glasgow, SC, United Kingdom); Quigley, J. (University of Strathclyde, Glasgow, SC, United Kingdom); Houghton, T. (University of Strathclyde, Glasgow, SC, United Kingdom); Howick, S. (University of Strathclyde, Glasgow, SC, United Kingdom); Ackermann, F. (University of Strathclyde, Glasgow, SC, United Kingdom)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84900007802
"Wilmarth, A.E.; Jr., N.A.",Narrow banking as a structural remedy for the problem of systemic risk: A comment on professor schwarcz's ring-fencing,No abstract available,2014,2014-01-01,2,Southern California Law Review,,"Wilmarth, A.E. (Jr., Law, George Washington University Law School, United States)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84961122181
"Valitov, S.M.; Nigmetzyanov, A.A.",New requirements of the basel committeee on banking supervision to capital as a measure to ensure the stability of the banking sector,"In this paper is devoted to problems of the of new capital and liquidity standards proposed by Basel III. In particular, the authors critically analyze the lack of rigidity of the new requirements especially with respect to systemically important financial institutions. They also emphasize the necessity of macroprudential regulation to build more resilient financial system. MCSER-Mediterranean Center of Social and Educational Research.",2014,2014-01-01,2,Mediterranean Journal of Social Sciences,bank capital; financial crisis; liquidity; liquidity coverage; macro-prudential regulation; micro-prudential regulation; net stable funding; systemic risk; systemically important financial institute,"Valitov, S.M. (Kazan Federal University, Institute of Management, Economics and Finance, Kazan, 420008, Russian Federation); Nigmetzyanov, A.A. (Kazan Federal University, Institute of Management, Economics and Finance, Kazan, 420008, Russian Federation)",https://dx.doi.org/10.5901/mjss.2014.v5n24p,https://dx.doi.org/10.5901/mjss.2014.v5n24p,scopus,2-s2.0-84911433789
"Lu, J.; Hu, X.",Novel three-bank model for measuring the systemic importance of commercial banks,"Relaxing the hypothesis on the scale level of a bank, the present paper develops an improved three-bank model for analyzing the relationship between the size and the systemic importance of a bank. The proposed model is more general and more operational compared with other models. By introducing thefunction based on the multivariate extreme theory and the systemically important index, the effect of the size on the systemic importance of a bank is analyzed. The size is found to be a necessary but insufficient condition for measuring the systemic importance of a bank. The size of a bank plays a critical role in evaluating systemic importance, but when the size reaches a certain threshold, its effect is weakened. The current study has theoretical and practical significance for the recognition and supervision of the systemic importance of banks. 2014 Elsevier B.V.",2014,2014-01-01,7,Economic Modelling,multivariate extreme theory; size of bank; systemic importance of banks; systemic risk,"Lu, J. (Department of Finance, School of Economics and Business Administration, Chongqing University, Chongqing, China); Hu, X. (Chongqing Branch, Agricultural Bank of China, Chongqing, China)",https://dx.doi.org/10.1016/j.econmod.2014.08.007,https://dx.doi.org/10.1016/j.econmod.2014.08.007,scopus,2-s2.0-84907451441
"Cousin, A.; Di, B.E.",On multivariate extensions of conditional-tail-expectation,"In this paper, we introduce two alternative extensions of the classical univariate Conditional-Tail-Expectation (CTE) in a multivariate setting. The two proposed multivariate CTEs are vector-valued measures with the same dimension as the underlying risk portfolio. As for the multivariate Value-at-Risk measures introduced by Cousin and Di Bernardino (2013), the lower-orthant CTE (resp. the upper-orthant CTE) is constructed from level sets of multivariate distribution functions (resp. of multivariate survival distribution functions). Contrary to allocation measures or systemic risk measures, these measures are also suitable for multivariate risk problems where risks are heterogeneous in nature and cannot be aggregated together. Several properties have been derived. In particular, we show that the proposed multivariate CTE-s satisfy natural extensions of the positive homogeneity property, the translation invariance property and the comonotonic additivity property. Comparison between univariate risk measures and components of multivariate CTE is provided. We also analyze how these measures are impacted by a change in marginal distributions, by a change in dependence structure and by a change in risk level. Sub-additivity of the proposed multivariate CTE-s is provided under the assumption that all components of the random vectors are independent. Illustrations are given in the class of Archimedean copulas. 2014 Elsevier B.V.",2014,2014-01-01,24,Insurance: Mathematics and Economics,copulas and dependence; level sets of distribution functions; multivariate probability integral transformation; multivariate risk measures; stochastic orders,"Cousin, A. (Université de Lyon, Université Lyon 1, ISFA, Laboratoire SAF, 50 avenue Tony Garnier, 69366 Lyon, France); Di Bernardino, E. (CNAM, Paris, Département IMATH, Laboratoire Cédric EA4629, 292 rue Saint-Martin, Paris Cedex 03, France)",https://dx.doi.org/10.1016/j.insmatheco.2014.01.013,https://dx.doi.org/10.1016/j.insmatheco.2014.01.013,scopus,2-s2.0-84897744082
"Marbukh, V.",On systemic risk in the cloud computing model,The major benefits of the emerging cloud computing infrastructure include elimination of the fixed cost and reduction in the marginal cost for the users due to the economy of scale and dynamic resource sharing. This paper argues that these unquestionable economic benefits of dynamic resource sharing are inherently associated with systemic risks and drawbacks. This possibility necessitates shift in cloud architecture design and operation paradigm from maximizing the economic benefits to managing and optimization of the inherent systemic risk benefit tradeoffs. This paper is a first step towards exposure and quantification of inherent tradeoffs involving system economic efficiency and systemic risk of cascading overload in the cloud model of shared resources. 2014 ITC.,2014,2014-01-01,5,"2014 26th International Teletraffic Congress, Itc 2014",cloud architectures; cloud computing; cloud computing infrastructures; cloud computing model; commerce; dynamic resource sharing; economic and social effects; economic benefits; economic efficiency; efficiency; shared resources; systemic risk; systemic risks; tradeoffs,"Marbukh, V. (National Institute of Standards and Technology, 100 Bureau Drive, Stop 8910, Gaithersburg, MD  20899-8910, United States)",https://dx.doi.org/10.1109/ITC.2014.6932938,https://dx.doi.org/10.1109/ITC.2014.6932938,scopus,2-s2.0-84912021005
"Al-Attas, S.A.",Prevalence of oral and peri-oral lesions among a group of saudi HIV-infected patients,"To investigate the prevalence of oral and peri-oral lesions among a group of Saudi human immunodeficiency virus (HIV)-infected patients.Methods: A cross-sectional controlled study was conducted on 50 HIV-infected Saudi patients from King Fahad Armed Forces Hospital, and 100 healthy individuals recruited from Faculty of Dentistry, King Abdulaziz University, Jeddah, Saudi Arabia between November 2012 to June 2013. All subjects underwent conventional oral examinations to identify mucosal lesions according to the EC-Clearinghouse World Health Organization classifications.: The findings revealed that 68% of the HIV group exhibited HIV-related lesions compared with 4% in the control group. The most commonly observed oral or peri-oral HIV manifestations, which were statistically different between the groups were in descending order, mucosal hyperpigmentation: 28 (56%), candidiasis:(14%), dry lips dry mucosa:(12%), and unilateral or bilateral swelling of major salivary glands:(10%). Other non HIV-related oral lesions that were reported more in the HIV group than the control group was coated tongue and leukoedema (p0.05).Conclusion: Oral mucosal conditions were highly prevalent in HIV-infected patients, which suggested that patients with HIV should undergo periodic oral examinations, and patients with HIV-related lesions should undergo screening tests for HIV infection. 2014, Saudi Arabian Armed Forces Hospital. All rights reserved.",2014,2014-01-01,1,Saudi Medical Journal,adult; aged; aphthous stomatitis; article; atazanavir; candidiasis; cd4 cd8 ratio; cd4 lymphocyte count; cd8 antigen; cheilitis; chronic periodontitis; clinical article; coated tongue; complication; controlled study; cross-sectional studies; cross-sectional study; darunavir plus ritonavir; efavirenz plus emtricitabine plus tenofovir disoproxil; efavirenz plus lamivudine plus zidovudine; emtricitabine plus tenofovir disoproxil; enzyme linked immunosorbent assay; female; glossitis; hairy leukoplakia; herpes labialis; hiv infections; human; human immunodeficiency virus infected patient; human immunodeficiency virus infection; humans; keratosis; lamivudine plus zidovudine; lichen planus; lopinavir plus ritonavir; male; melanosis; middle aged; mouth disease; mouth diseases; mucosal dryness; oral mucosal disease; petechia; prevalence; saudi arabia; stomatitis; structured questionnaire; swelling; taste disorder; tenofovir; virus load; western blotting; young adult,"Al-Attas, S.A. (Oral Medicine Division, Department of Oral Diagnostic Sciences, King Abdulaziz University, Jeddah, Saudi Arabia)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84907153777
"Rapp, W.V.",Risk management and contractual obligations,"Many financial analysts, policymakers and regulators have forcefully argued that over $700 trillion in derivatives and other contractual risk management tools are a clear and unambiguous good for financial markets and economic growth because they transfer risk from organizations and individuals wanting stability and less volatility managing principal and cash flows to those with stronger more knowledgeable hands managing such risk. This wisdom thus argues that through contracts risk is shifted to those better able to handle these uncertainties while dispersing the risk across more participants. The recent global financial crisis, however, brings these claims and assumptions into doubt. Indeed these financial instruments may add to and concentrate the amount risk that must be managed and regulated rather than transferring it to more and stronger hands. Indeed recent experience with situations such as the near collapse of AIG and the bankruptcy of Lehman has caused regulators to instigate new regulations such as the Volker Rule to limit contractual risk exposure. Further some financial firms have exploited their greater sophistication to shift contractual risk to those with little understanding of the actual risks involved as in Detroit's recent bankruptcy filing. Therefore in explaining how contractual risk occurs this chapter also indicates why the laws and regulations requiring more capital, separate trading entities and the use of exchanges may not be enough to limit global contractual exposures and the related financial systemic risk. 2014 by Nova Science Publishers, Inc. All rights reserved.",2014,2014-01-01,0,Risk Management: Strategies for Economic Development and Challenges in the Financial System,banking; bubbles; economics crises; financial contracts; regulations,"Rapp, W.V. (New Jersey Institute of TechnologyNJ, United States)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84953252219
"Moser, B.R.; Wood, R.T.; Hiekata, K.",Risk management in the design of engineering as sociotechnical systems,"This paper reviews risk management as commonly applied in engineering projects, addresses shortcomings, and introduces additional thinking on uncertainty in engineering projects. Despite practices in risk management, unexpected events leading to unacceptable outcomes continue to happen. As practiced, common methods rest upon input measures from experts, in particular to evaluate the probability and effect of a risk. Limitations are well known, including errors, disparate use of qualitative measures, biases and overconfidence, prioritization and focus on local effect rather than systemic value, and meaningless combined exposure scores. By viewing the engineering project as a sociotechnical system, we consider human expertise not as constraint but as fundamental to the system. Rather than removal of human judgment, we seek to position people to leverage existing judgment within limits of relevance while stimulating attention and learning towards systemically relevant options. We propose the design of projects that incorporate human attention in identification and response to risks as learning and coordination within the project's broader sociotechnical architecture. 2014 The Authors and IOS Press.",2014,2014-01-01,0,Advances in Transdisciplinary Engineering,concurrent engineering; engineering project; engineering project management; human attention; human expertise; plans; product development; project management; risk; risk assessment; risk management; risks; sociotechnical systems; systemic risk; systemic risks; uncertainty; unexpected events,"Moser, B.R. (Massachusetts Institute of Technology, United States); Wood, R.T. (Global Project Design, United States); Hiekata, K. (University of Tokyo, Japan)",https://dx.doi.org/10.3233/978-1-61499-440-4-635,https://dx.doi.org/10.3233/978-1-61499-440-4-635,scopus,2-s2.0-84946066465
